0,1,2,3,4,5
"Maple Ridge
                     2021 - 22 Score7.1 2021 - 22 Rank194/689CityBarrieAdd to compare",,,,,
"Marathon
                     2021 - 22 Score6.3 2021 - 22 Rank325/689CityMarathonAdd to compare",,,,,
"Marc Garneau
                     2021 - 22 Score4.8 2021 - 22 Rank531/689CityTorontoAdd to compare",,,,,
"Marc-Garneau
                     2021 - 22 Score7.8 2021 - 22 Rank87/689CityTrentonAdd to compare",,,,,
"Marie-Rivier
                     2021 - 22 Score8 2021 - 22 Rank66/689CityKingstonAdd to compare",,,,,
"Markham
                     2021 - 22 Score7.9 2021 - 22 Rank77/689CityMarkhamAdd to compare",,,,,
"Markville
                     2021 - 22 Score8.5 2021 - 22 Rank26/689CityMarkhamAdd to compare",,,,,
"Marshall McLuhan
                     2021 - 22 Score7.1 2021 - 22 Rank194/689CityTorontoAdd to compare",,,,,
,,,,,
,,,,,
La Citadelle,5.2,496/689,Cornwall,,
La Salle,5.8,409/689,Kingston,,
Lake Superior,4.1,595/689,Terrace Bay,,
Lakeshore,4.9,526/689,Toronto,,
Lakeshore,6.4,305/689,Port Colborne,,
Lambton Central,6.5,288/689,Petrolia,,
Lambton Kent,5.3,480/689,Dresden,,
Langstaff,6.7,260/689,Richmond Hill,,
Lasalle,3.8,611/689,Sudbury,,
Laura Secord,6.4,305/689,St Catharines,,
Lawrence Park,8.7,19/689,Toronto,,
Le Caron,6.9,227/689,Penetanguishene,,
Le Relais,4.7,540/689,Alexandria,,
Le Sommet,5.5,459/689,Hawkesbury,,
Leamington,4.7,540/689,Leamington,,
Leaside,8.8,15/689,Toronto,,
Lester B Pearson,6.1,357/689,Toronto,,
Lester B Pearson,4.3,580/689,Gloucester,,
Lindsay,5.8,409/689,Lindsay,,
Lisgar,8.3,41/689,Ottawa,,
Listowel,5.6,443/689,Listowel,,
Lively,6.1,357/689,Lively,,
Lo-Ellen Park,7.3,167/689,Sudbury,,
Lockerby,7.8,87/689,Sudbury,,
London Central,9.2,4/689,London,,
London South,6.2,341/689,London,,
Longfields Davidson Heights,7.8,87/689,Nepean,,
Lord Dorchester,6.5,288/689,Dorchester,,
Loretto,5.6,443/689,Toronto,,
Loretto Abbey,7.6,120/689,Toronto,,
Louis-Riel,7.5,138/689,Gloucester,,
Loyalist,4.7,540/689,Kingston,,
Loyola,7.5,138/689,Mississauga,,
M M Robinson,6.4,305/689,Burlington,,
Macdonald-Cartier,4.3,580/689,Sudbury,,
MacKenzie,6.7,260/689,Deep River,,
Madawaska Valley,5,516/689,Barry's Bay,,
Madonna,4.4,575/689,Toronto,,
Malvern,8.6,22/689,Toronto,,
Manitoulin,5,516/689,M'Chigeeng,,
Manitouwadge,3.6,623/689,Manitouwadge,,
Maple,8.1,60/689,Maple,,
Maple Ridge,7.1,194/689,Barrie,,
Marathon,6.3,325/689,Marathon,,
Marc Garneau,4.8,531/689,Toronto,,
Marc-Garneau,7.8,87/689,Trenton,,
Marie-Rivier,8,66/689,Kingston,,
Markham,7.9,77/689,Markham,,
Markville,8.5,26/689,Markham,,
Marshall McLuhan,7.1,194/689,Toronto,,
,,,,,
,,,,,
"A B Lucas
                Score:7.6Rank:120/689add_circleAdd to compare",,,,,
"A N Myer
                Score:7.5Rank:138/689add_circleAdd to compare",,,,,
"A Y Jackson
                Score:7.9Rank:77/689add_circleAdd to compare",,,,,
"A.Y. Jackson
                Score:8.2Rank:52/689add_circleAdd to compare",,,,,
"Abbey Park
                Score:8.5Rank:26/689add_circleAdd to compare",,,,,
"Acton
                Score:6Rank:378/689add_circleAdd to compare",,,,,
"Adam Scott
                Score:5.4Rank:471/689add_circleAdd to compare",,,,,
"Agincourt
                Score:8.3Rank:41/689add_circleAdd to compare",,,,,
,,,,,
,,,,,
"Martingrove
                     2021 - 22 Score7 2021 - 22 Rank210/689CityTorontoAdd to compare",,,,,
"Mary Ward
                     2021 - 22 Score8 2021 - 22 Rank66/689CityTorontoAdd to compare",,,,,
"Marymount
                     2021 - 22 Score6.7 2021 - 22 Rank260/689CitySudburyAdd to compare",,,,,
"Maurice-Lapointe
                     2021 - 22 Score7.7 2021 - 22 Rank102/689CityKanataAdd to compare",,,,,
"Maxwell Heights
                     2021 - 22 Score6.9 2021 - 22 Rank227/689CityOshawaAdd to compare",,,,,
"McKinnon Park
                     2021 - 22 Score5.1 2021 - 22 Rank505/689CityCaledoniaAdd to compare",,,,,
"Medway
                     2021 - 22 Score7.3 2021 - 22 Rank167/689CityArvaAdd to compare",,,,,
"Mer Bleue
                     2021 - 22 Score7.3 2021 - 22 Rank167/689CityOrléansAdd to compare",,,,,
"Merivale
                     2021 - 22 Score8.6 2021 - 22 Rank22/689CityNepeanAdd to compare",,,,,
"Michael Power/St. Joseph
                     2021 - 22 Score7.5 2021 - 22 Rank138/689CityTorontoAdd to compare",,,,,
"Michipicoten
                     2021 - 22 Score5 2021 - 22 Rank516/689CityWawaAdd to compare",,,,,
"Middlefield
                     2021 - 22 Score7.7 2021 - 22 Rank102/689CityMarkhamAdd to compare",,,,,
"Mille-Iles
                     2021 - 22 Score8.2 2021 - 22 Rank52/689CityKingstonAdd to compare",,,,,
"Milliken Mills
                     2021 - 22 Score8.2 2021 - 22 Rank52/689CityUnionvilleAdd to compare",,,,,
"Milton
                     2021 - 22 Score7.7 2021 - 22 Rank102/689CityMiltonAdd to compare",,,,,
"Minto
                     2021 - 22 Score3.2 2021 - 22 Rank637/689CityOttawaAdd to compare",,,,,
"Mitchell
                     2021 - 22 Score7 2021 - 22 Rank210/689CityMitchellAdd to compare",,,,,
"Moira
                     2021 - 22 Score3.4 2021 - 22 Rank628/689CityBellevilleAdd to compare",,,,,
"Monarch Park
                     2021 - 22 Score7.7 2021 - 22 Rank102/689CityTorontoAdd to compare",,,,,
"Monseigneur-Bruyère
                     2021 - 22 Score7.1 2021 - 22 Rank194/689CityLondonAdd to compare",,,,,
"Monseigneur-de-Charbonnel
                     2021 - 22 Score6.4 2021 - 22 Rank305/689CityTorontoAdd to compare",,,,,
"Monsignor Doyle
                     2021 - 22 Score6.5 2021 - 22 Rank288/689CityCambridgeAdd to compare",,,,,
"Monsignor John Pereyma
                     2021 - 22 Score4.3 2021 - 22 Rank580/689CityOshawaAdd to compare",,,,,
"Monsignor Paul Dwyer
                     2021 - 22 Score6.3 2021 - 22 Rank325/689CityOshawaAdd to compare",,,,,
"Monsignor Percy Johnson
                     2021 - 22 Score4.5 2021 - 22 Rank562/689CityTorontoAdd to compare",,,,,
"Montcalm
                     2021 - 22 Score1.5 2021 - 22 Rank677/689CityLondonAdd to compare",,,,,
"Mother Teresa
                     2021 - 22 Score7.5 2021 - 22 Rank138/689CityNepeanAdd to compare",,,,,
"Mother Teresa
                     2021 - 22 Score7.8 2021 - 22 Rank87/689CityLondonAdd to compare",,,,,
"Mère-Teresa
                     2021 - 22 Score2.3 2021 - 22 Rank660/689CityHamiltonAdd to compare",,,,,
"Nantyr Shores
                     2021 - 22 Score5.3 2021 - 22 Rank480/689CityInnisfilAdd to compare",,,,,
"Napanee
                     2021 - 22 Score4.9 2021 - 22 Rank526/689CityNapaneeAdd to compare",,,,,
"Neil McNeil
                     2021 - 22 Score7.3 2021 - 22 Rank167/689CityTorontoAdd to compare",,,,,
"Nelson
                     2021 - 22 Score7.5 2021 - 22 Rank138/689CityBurlingtonAdd to compare",,,,,
"Nepean
                     2021 - 22 Score8.4 2021 - 22 Rank36/689CityOttawaAdd to compare",,,,,
"Newmarket
                     2021 - 22 Score8 2021 - 22 Rank66/689CityNewmarketAdd to compare",,,,,
"Newtonbrook
                     2021 - 22 Score3.4 2021 - 22 Rank628/689CityTorontoAdd to compare",,,,,
"Nicholson
                     2021 - 22 Score6.7 2021 - 22 Rank260/689CityBellevilleAdd to compare",,,,,
"Nipigon Red Rock
                     2021 - 22 Score2.8 2021 - 22 Rank647/689CityRed RockAdd to compare",,,,,
"Nora Frances Henderson
                     2021 - 22 Score4.1 2021 - 22 Rank595/689CityHamiltonAdd to compare",,,,,
"North Addington
                     2021 - 22 Score2.5 2021 - 22 Rank655/689CityCloyneAdd to compare",,,,,
"North Albion
                     2021 - 22 Score4.6 2021 - 22 Rank552/689CityTorontoAdd to compare",,,,,
"North Dundas
                     2021 - 22 Score6.2 2021 - 22 Rank341/689CityChestervilleAdd to compare",,,,,
"North Grenville
                     2021 - 22 Score6.5 2021 - 22 Rank288/689CityKemptvilleAdd to compare",,,,,
"North Hastings
                     2021 - 22 Score3 2021 - 22 Rank644/689CityBancroftAdd to compare",,,,,
"North Lambton
                     2021 - 22 Score5.1 2021 - 22 Rank505/689CityForestAdd to compare",,,,,
"North Park
                     2021 - 22 Score5.5 2021 - 22 Rank459/689CityBrantfordAdd to compare",,,,,
"North Toronto
                     2021 - 22 Score9.1 2021 - 22 Rank7/689CityTorontoAdd to compare",,,,,
"Northern
                     2021 - 22 Score5 2021 - 22 Rank516/689CitySturgeon FallsAdd to compare",,,,,
"Northern
                     2021 - 22 Score7.7 2021 - 22 Rank102/689CityTorontoAdd to compare",,,,,
"Northern
                     2021 - 22 Score7.4 2021 - 22 Rank154/689CitySarniaAdd to compare",,,,,
,,,,,
,,,,,
Martingrove,7,210/689,Toronto,,
Mary Ward,8,66/689,Toronto,,
Marymount,6.7,260/689,Sudbury,,
Maurice-Lapointe,7.7,102/689,Kanata,,
Maxwell Heights,6.9,227/689,Oshawa,,
McKinnon Park,5.1,505/689,Caledonia,,
Medway,7.3,167/689,Arva,,
Mer Bleue,7.3,167/689,Orléans,,
Merivale,8.6,22/689,Nepean,,
Michael Power/St. Joseph,7.5,138/689,Toronto,,
Michipicoten,5,516/689,Wawa,,
Middlefield,7.7,102/689,Markham,,
Mille-Iles,8.2,52/689,Kingston,,
Milliken Mills,8.2,52/689,Unionville,,
Milton,7.7,102/689,Milton,,
Minto,3.2,637/689,Ottawa,,
Mitchell,7,210/689,Mitchell,,
Moira,3.4,628/689,Belleville,,
Monarch Park,7.7,102/689,Toronto,,
Monseigneur-Bruyère,7.1,194/689,London,,
Monseigneur-de-Charbonnel,6.4,305/689,Toronto,,
Monsignor Doyle,6.5,288/689,Cambridge,,
Monsignor John Pereyma,4.3,580/689,Oshawa,,
Monsignor Paul Dwyer,6.3,325/689,Oshawa,,
Monsignor Percy Johnson,4.5,562/689,Toronto,,
Montcalm,1.5,677/689,London,,
Mother Teresa,7.5,138/689,Nepean,,
Mother Teresa,7.8,87/689,London,,
Mère-Teresa,2.3,660/689,Hamilton,,
Nantyr Shores,5.3,480/689,Innisfil,,
Napanee,4.9,526/689,Napanee,,
Neil McNeil,7.3,167/689,Toronto,,
Nelson,7.5,138/689,Burlington,,
Nepean,8.4,36/689,Ottawa,,
Newmarket,8,66/689,Newmarket,,
Newtonbrook,3.4,628/689,Toronto,,
Nicholson,6.7,260/689,Belleville,,
Nipigon Red Rock,2.8,647/689,Red Rock,,
Nora Frances Henderson,4.1,595/689,Hamilton,,
North Addington,2.5,655/689,Cloyne,,
North Albion,4.6,552/689,Toronto,,
North Dundas,6.2,341/689,Chesterville,,
North Grenville,6.5,288/689,Kemptville,,
North Hastings,3,644/689,Bancroft,,
North Lambton,5.1,505/689,Forest,,
North Park,5.5,459/689,Brantford,,
North Toronto,9.1,7/689,Toronto,,
Northern,5,516/689,Sturgeon Falls,,
Northern,7.7,102/689,Toronto,,
Northern,7.4,154/689,Sarnia,,
,,,,,
,,,,,
"A B Lucas
                Score:7.6Rank:120/689add_circleAdd to compare",,,,,
"A N Myer
                Score:7.5Rank:138/689add_circleAdd to compare",,,,,
"A Y Jackson
                Score:7.9Rank:77/689add_circleAdd to compare",,,,,
"A.Y. Jackson
                Score:8.2Rank:52/689add_circleAdd to compare",,,,,
"Abbey Park
                Score:8.5Rank:26/689add_circleAdd to compare",,,,,
"Acton
                Score:6Rank:378/689add_circleAdd to compare",,,,,
"Adam Scott
                Score:5.4Rank:471/689add_circleAdd to compare",,,,,
"Agincourt
                Score:8.3Rank:41/689add_circleAdd to compare",,,,,
,,,,,
,,,,,
"Northern Lights
                     2021 - 22 Score3.4 2021 - 22 Rank628/689CityMoosoneeAdd to compare",,,,,
"Northview Heights
                     2021 - 22 Score6.8 2021 - 22 Rank246/689CityTorontoAdd to compare",,,,,
"Norval-Morrisseau
                     2021 - 22 Score8.8 2021 - 22 Rank15/689CityRichmond HillAdd to compare",,,,,
"Norwell
                     2021 - 22 Score5 2021 - 22 Rank516/689CityPalmerstonAdd to compare",,,,,
"Norwood
                     2021 - 22 Score3.7 2021 - 22 Rank615/689CityNorwoodAdd to compare",,,,,
"Notre Dame
                     2021 - 22 Score5.1 2021 - 22 Rank505/689CityOttawaAdd to compare",,,,,
"Notre Dame
                     2021 - 22 Score6.2 2021 - 22 Rank341/689CityWellandAdd to compare",,,,,
"Notre Dame
                     2021 - 22 Score6.8 2021 - 22 Rank246/689CityBurlingtonAdd to compare",,,,,
"Notre Dame
                     2021 - 22 Score7.9 2021 - 22 Rank77/689CityTorontoAdd to compare",,,,,
"Notre Dame
                     2021 - 22 Score6.9 2021 - 22 Rank227/689CityAjaxAdd to compare",,,,,
"Notre Dame
                     2021 - 22 Score6.9 2021 - 22 Rank227/689CityCarleton PlaceAdd to compare",,,,,
"Notre Dame
                     2021 - 22 Score6.4 2021 - 22 Rank305/689CityBramptonAdd to compare",,,,,
"Notre-Dame
                     2021 - 22 Score3.3 2021 - 22 Rank633/689CityWoodstockAdd to compare",,,,,
"Notre-Dame-du-Sault
                     2021 - 22 Score5.9 2021 - 22 Rank394/689CitySault Ste. MarieAdd to compare",,,,,
"Nottawasaga Pines
                     2021 - 22 Score4.4 2021 - 22 Rank575/689CityAngusAdd to compare",,,,,
"Nouveau Regard - Jeunesse Nord
                     2021 - 22 Score4.3 2021 - 22 Rank580/689CityCochraneAdd to compare",,,,,
"Nouvelle-Alliance
                     2021 - 22 Score7 2021 - 22 Rank210/689CityBarrieAdd to compare",,,,,
"O'Gorman
                     2021 - 22 Score5.3 2021 - 22 Rank480/689CityTimminsAdd to compare",,,,,
"O'Neill
                     2021 - 22 Score6 2021 - 22 Rank378/689CityOshawaAdd to compare",,,,,
"Oakridge
                     2021 - 22 Score8 2021 - 22 Rank66/689CityLondonAdd to compare",,,,,
"Oakville Trafalgar
                     2021 - 22 Score9 2021 - 22 Rank8/689CityOakvilleAdd to compare",,,,,
"Oakwood
                     2021 - 22 Score6.5 2021 - 22 Rank288/689CityTorontoAdd to compare",,,,,
"Odyssée
                     2021 - 22 Score6.1 2021 - 22 Rank357/689CityNorth BayAdd to compare",,,,,
"Opeongo
                     2021 - 22 Score5.7 2021 - 22 Rank425/689CityDouglasAdd to compare",,,,,
"Orangeville
                     2021 - 22 Score5.8 2021 - 22 Rank409/689CityOrangevilleAdd to compare",,,,,
"Orchard Park
                     2021 - 22 Score5.7 2021 - 22 Rank425/689CityStoney CreekAdd to compare",,,,,
"Orillia
                     2021 - 22 Score5.5 2021 - 22 Rank459/689CityOrilliaAdd to compare",,,,,
"Osgoode Township
                     2021 - 22 Score7 2021 - 22 Rank210/689CityMetcalfeAdd to compare",,,,,
"Ottawa Technical
                     2021 - 22 Score0 2021 - 22 Rank685/689CityOttawaAdd to compare",,,,,
"Our Lady of Lourdes
                     2021 - 22 Score5.8 2021 - 22 Rank409/689CityGuelphAdd to compare",,,,,
"Our Lady of Mount Carmel
                     2021 - 22 Score6.4 2021 - 22 Rank305/689CityMississaugaAdd to compare",,,,,
"Owen Sound
                     2021 - 22 Score5.7 2021 - 22 Rank425/689CityOwen SoundAdd to compare",,,,,
"Paris
                     2021 - 22 Score4.6 2021 - 22 Rank552/689CityParisAdd to compare",,,,,
"Parkdale
                     2021 - 22 Score7 2021 - 22 Rank210/689CityTorontoAdd to compare",,,,,
"Parkside
                     2021 - 22 Score5.9 2021 - 22 Rank394/689CitySt ThomasAdd to compare",,,,,
"Parry Sound
                     2021 - 22 Score4 2021 - 22 Rank603/689CityParry SoundAdd to compare",,,,,
"Patrick Fogarty
                     2021 - 22 Score5.7 2021 - 22 Rank425/689CityOrilliaAdd to compare",,,,,
"Paul-Desmarais
                     2021 - 22 Score7.6 2021 - 22 Rank120/689CityOttawaAdd to compare",,,,,
"Pauline Johnson
                     2021 - 22 Score2.9 2021 - 22 Rank645/689CityBrantfordAdd to compare",,,,,
"Perth and District
                     2021 - 22 Score6.4 2021 - 22 Rank305/689CityPerthAdd to compare",,,,,
"Philip Pocock
                     2021 - 22 Score7.7 2021 - 22 Rank102/689CityMississaugaAdd to compare",,,,,
"Philippe-Lamarche
                     2021 - 22 Score5.8 2021 - 22 Rank409/689CityTorontoAdd to compare",,,,,
"Pickering
                     2021 - 22 Score7.6 2021 - 22 Rank120/689CityAjaxAdd to compare",,,,,
"Pickering
                     2021 - 22 Score7.6 2021 - 22 Rank120/689CityPickeringAdd to compare",,,,,
"Pierre Elliott Trudeau
                     2021 - 22 Score8.9 2021 - 22 Rank12/689CityMarkhamAdd to compare",,,,,
"Pierre-de-Blois
                     2021 - 22 Score6.8 2021 - 22 Rank246/689CityNepeanAdd to compare",,,,,
"Pierre-Savard
                     2021 - 22 Score7.1 2021 - 22 Rank194/689CityNepeanAdd to compare",,,,,
"Pine Ridge
                     2021 - 22 Score6.2 2021 - 22 Rank341/689CityPickeringAdd to compare",,,,,
"Plantagenet
                     2021 - 22 Score6.2 2021 - 22 Rank341/689CityPlantagenetAdd to compare",,,,,
"Pope John Paul II
                     2021 - 22 Score6.7 2021 - 22 Rank260/689CityTorontoAdd to compare",,,,,
,,,,,
,,,,,
Northern Lights,3.4,628/689,Moosonee,,
Northview Heights,6.8,246/689,Toronto,,
Norval-Morrisseau,8.8,15/689,Richmond Hill,,
Norwell,5,516/689,Palmerston,,
Norwood,3.7,615/689,Norwood,,
Notre Dame,5.1,505/689,Ottawa,,
Notre Dame,6.2,341/689,Welland,,
Notre Dame,6.8,246/689,Burlington,,
Notre Dame,7.9,77/689,Toronto,,
Notre Dame,6.9,227/689,Ajax,,
Notre Dame,6.9,227/689,Carleton Place,,
Notre Dame,6.4,305/689,Brampton,,
Notre-Dame,3.3,633/689,Woodstock,,
Notre-Dame-du-Sault,5.9,394/689,Sault Ste. Marie,,
Nottawasaga Pines,4.4,575/689,Angus,,
Nouveau Regard - Jeunesse Nord,4.3,580/689,Cochrane,,
Nouvelle-Alliance,7,210/689,Barrie,,
O'Gorman,5.3,480/689,Timmins,,
O'Neill,6,378/689,Oshawa,,
Oakridge,8,66/689,London,,
Oakville Trafalgar,9,8/689,Oakville,,
Oakwood,6.5,288/689,Toronto,,
Odyssée,6.1,357/689,North Bay,,
Opeongo,5.7,425/689,Douglas,,
Orangeville,5.8,409/689,Orangeville,,
Orchard Park,5.7,425/689,Stoney Creek,,
Orillia,5.5,459/689,Orillia,,
Osgoode Township,7,210/689,Metcalfe,,
Ottawa Technical,0,685/689,Ottawa,,
Our Lady of Lourdes,5.8,409/689,Guelph,,
Our Lady of Mount Carmel,6.4,305/689,Mississauga,,
Owen Sound,5.7,425/689,Owen Sound,,
Paris,4.6,552/689,Paris,,
Parkdale,7,210/689,Toronto,,
Parkside,5.9,394/689,St Thomas,,
Parry Sound,4,603/689,Parry Sound,,
Patrick Fogarty,5.7,425/689,Orillia,,
Paul-Desmarais,7.6,120/689,Ottawa,,
Pauline Johnson,2.9,645/689,Brantford,,
Perth and District,6.4,305/689,Perth,,
Philip Pocock,7.7,102/689,Mississauga,,
Philippe-Lamarche,5.8,409/689,Toronto,,
Pickering,7.6,120/689,Ajax,,
Pickering,7.6,120/689,Pickering,,
Pierre Elliott Trudeau,8.9,12/689,Markham,,
Pierre-de-Blois,6.8,246/689,Nepean,,
Pierre-Savard,7.1,194/689,Nepean,,
Pine Ridge,6.2,341/689,Pickering,,
Plantagenet,6.2,341/689,Plantagenet,,
Pope John Paul II,6.7,260/689,Toronto,,
,,,,,
,,,,,
"A B Lucas
                Score:7.6Rank:120/689add_circleAdd to compare",,,,,
"A N Myer
                Score:7.5Rank:138/689add_circleAdd to compare",,,,,
"A Y Jackson
                Score:7.9Rank:77/689add_circleAdd to compare",,,,,
"A.Y. Jackson
                Score:8.2Rank:52/689add_circleAdd to compare",,,,,
"Abbey Park
                Score:8.5Rank:26/689add_circleAdd to compare",,,,,
"Acton
                Score:6Rank:378/689add_circleAdd to compare",,,,,
"Adam Scott
                Score:5.4Rank:471/689add_circleAdd to compare",,,,,
"Agincourt
                Score:8.3Rank:41/689add_circleAdd to compare",,,,,
,,,,,
,,,,,
"Port Colborne
                     2021 - 22 Score4.5 2021 - 22 Rank562/689CityPort ColborneAdd to compare",,,,,
"Port Hope
                     2021 - 22 Score5.3 2021 - 22 Rank480/689CityPort HopeAdd to compare",,,,,
"Port Perry
                     2021 - 22 Score6.9 2021 - 22 Rank227/689CityPort PerryAdd to compare",,,,,
"Preston
                     2021 - 22 Score6.3 2021 - 22 Rank325/689CityCambridgeAdd to compare",,,,,
"Prince Edward
                     2021 - 22 Score3.5 2021 - 22 Rank624/689CityPictonAdd to compare",,,,,
"Père-René-de-Galinée
                     2021 - 22 Score7.8 2021 - 22 Rank87/689CityCambridgeAdd to compare",,,,,
"Queen Elizabeth
                     2021 - 22 Score1.7 2021 - 22 Rank674/689CitySioux LookoutAdd to compare",,,,,
"R H King
                     2021 - 22 Score7.4 2021 - 22 Rank154/689CityTorontoAdd to compare",,,,,
"R. S. McLaughlin
                     2021 - 22 Score6.6 2021 - 22 Rank273/689CityOshawaAdd to compare",,,,,
"Rainy River
                     2021 - 22 Score3.3 2021 - 22 Rank633/689CityRainy RiverAdd to compare",,,,,
"Red Lake
                     2021 - 22 Score4.2 2021 - 22 Rank587/689CityRed LakeAdd to compare",,,,,
"Regina Mundi
                     2021 - 22 Score4.9 2021 - 22 Rank526/689CityLondonAdd to compare",,,,,
"Regiopolis/Notre-Dame
                     2021 - 22 Score6 2021 - 22 Rank378/689CityKingstonAdd to compare",,,,,
"Renaissance
                     2021 - 22 Score0.4 2021 - 22 Rank684/689CityTimminsAdd to compare",,,,,
"Renaissance
                     2021 - 22 Score6.7 2021 - 22 Rank260/689CityAuroraAdd to compare",,,,,
"Renfrew
                     2021 - 22 Score5.8 2021 - 22 Rank409/689CityRenfrewAdd to compare",,,,,
"Resurrection
                     2021 - 22 Score6.5 2021 - 22 Rank288/689CityKitchenerAdd to compare",,,,,
"Richmond Green
                     2021 - 22 Score7.7 2021 - 22 Rank102/689CityRichmond HillAdd to compare",,,,,
"Richmond Hill
                     2021 - 22 Score8.5 2021 - 22 Rank26/689CityRichmond HillAdd to compare",,,,,
"Richview
                     2021 - 22 Score7.5 2021 - 22 Rank138/689CityTorontoAdd to compare",,,,,
"Rideau
                     2021 - 22 Score6.5 2021 - 22 Rank288/689CityElginAdd to compare",,,,,
"Ridgemont
                     2021 - 22 Score3.8 2021 - 22 Rank611/689CityOttawaAdd to compare",,,,,
"Ridgetown
                     2021 - 22 Score3.1 2021 - 22 Rank641/689CityRidgetownAdd to compare",,,,,
"Riverdale
                     2021 - 22 Score8.2 2021 - 22 Rank52/689CityTorontoAdd to compare",,,,,
"Riverside
                     2021 - 22 Score6 2021 - 22 Rank378/689CityWindsorAdd to compare",,,,,
"Robert F Hall
                     2021 - 22 Score7.1 2021 - 22 Rank194/689CityCaledon EastAdd to compare",,,,,
"Rockland
                     2021 - 22 Score4 2021 - 22 Rank603/689CityRocklandAdd to compare",,,,,
"Roland Michener
                     2021 - 22 Score5.2 2021 - 22 Rank496/689CitySouth PorcupineAdd to compare",,,,,
"Roméo Dallaire
                     2021 - 22 Score6.3 2021 - 22 Rank325/689CityBarrieAdd to compare",,,,,
"Rosedale Heights-Arts
                     2021 - 22 Score8.3 2021 - 22 Rank41/689CityTorontoAdd to compare",,,,,
"Runnymede
                     2021 - 22 Score5.2 2021 - 22 Rank496/689CityTorontoAdd to compare",,,,,
"Russel High
                     2021 - 22 Score5.6 2021 - 22 Rank443/689CityRussellAdd to compare",,,,,
"Sacred Heart
                     2021 - 22 Score7.5 2021 - 22 Rank138/689CityStittsvilleAdd to compare",,,,,
"Sacred Heart
                     2021 - 22 Score6 2021 - 22 Rank378/689CityWalkertonAdd to compare",,,,,
"Sacred Heart
                     2021 - 22 Score6.9 2021 - 22 Rank227/689CityNewmarketAdd to compare",,,,,
"Sacré-Coeur
                     2021 - 22 Score4.1 2021 - 22 Rank595/689CitySudburyAdd to compare",,,,,
"Saltfleet
                     2021 - 22 Score5 2021 - 22 Rank516/689CityStoney CreekAdd to compare",,,,,
"Samuel-Genest
                     2021 - 22 Score6.2 2021 - 22 Rank341/689CityOttawaAdd to compare",,,,,
"Sandwich
                     2021 - 22 Score7.5 2021 - 22 Rank138/689CityLaSalleAdd to compare",,,,,
"Saugeen
                     2021 - 22 Score6.5 2021 - 22 Rank288/689CityPort ElginAdd to compare",,,,,
"Saunders
                     2021 - 22 Score5.3 2021 - 22 Rank480/689CityLondonAdd to compare",,,,,
"Seaway
                     2021 - 22 Score2.5 2021 - 22 Rank655/689CityIroquoisAdd to compare",,,,,
"Senator O'Connor
                     2021 - 22 Score7.2 2021 - 22 Rank181/689CityTorontoAdd to compare",,,,,
"Sherwood
                     2021 - 22 Score4.9 2021 - 22 Rank526/689CityHamiltonAdd to compare",,,,,
"Silverthorn
                     2021 - 22 Score6 2021 - 22 Rank378/689CityTorontoAdd to compare",,,,,
"Simcoe
                     2021 - 22 Score5.2 2021 - 22 Rank496/689CitySimcoeAdd to compare",,,,,
"Sinclair
                     2021 - 22 Score7.9 2021 - 22 Rank77/689CityWhitbyAdd to compare",,,,,
"Sir Allan MacNab
                     2021 - 22 Score3.4 2021 - 22 Rank628/689CityHamiltonAdd to compare",,,,,
"Sir Frederick Banting
                     2021 - 22 Score7.1 2021 - 22 Rank194/689CityLondonAdd to compare",,,,,
"Sir Guy Carleton
                     2021 - 22 Score0 2021 - 22 Rank685/689CityNepeanAdd to compare",,,,,
,,,,,
,,,,,
Port Colborne,4.5,562/689,Port Colborne,,
Port Hope,5.3,480/689,Port Hope,,
Port Perry,6.9,227/689,Port Perry,,
Preston,6.3,325/689,Cambridge,,
Prince Edward,3.5,624/689,Picton,,
Père-René-de-Galinée,7.8,87/689,Cambridge,,
Queen Elizabeth,1.7,674/689,Sioux Lookout,,
R H King,7.4,154/689,Toronto,,
R. S. McLaughlin,6.6,273/689,Oshawa,,
Rainy River,3.3,633/689,Rainy River,,
Red Lake,4.2,587/689,Red Lake,,
Regina Mundi,4.9,526/689,London,,
Regiopolis/Notre-Dame,6,378/689,Kingston,,
Renaissance,0.4,684/689,Timmins,,
Renaissance,6.7,260/689,Aurora,,
Renfrew,5.8,409/689,Renfrew,,
Resurrection,6.5,288/689,Kitchener,,
Richmond Green,7.7,102/689,Richmond Hill,,
Richmond Hill,8.5,26/689,Richmond Hill,,
Richview,7.5,138/689,Toronto,,
Rideau,6.5,288/689,Elgin,,
Ridgemont,3.8,611/689,Ottawa,,
Ridgetown,3.1,641/689,Ridgetown,,
Riverdale,8.2,52/689,Toronto,,
Riverside,6,378/689,Windsor,,
Robert F Hall,7.1,194/689,Caledon East,,
Rockland,4,603/689,Rockland,,
Roland Michener,5.2,496/689,South Porcupine,,
Roméo Dallaire,6.3,325/689,Barrie,,
Rosedale Heights-Arts,8.3,41/689,Toronto,,
Runnymede,5.2,496/689,Toronto,,
Russel High,5.6,443/689,Russell,,
Sacred Heart,7.5,138/689,Stittsville,,
Sacred Heart,6,378/689,Walkerton,,
Sacred Heart,6.9,227/689,Newmarket,,
Sacré-Coeur,4.1,595/689,Sudbury,,
Saltfleet,5,516/689,Stoney Creek,,
Samuel-Genest,6.2,341/689,Ottawa,,
Sandwich,7.5,138/689,LaSalle,,
