0,1,2,3,4,5
"Erin
                     2021 - 22 Score7.3 2021 - 22 Rank167/689CityErinAdd to compare",,,,,
"Ernestown
                     2021 - 22 Score4.3 2021 - 22 Rank580/689CityOdessaAdd to compare",,,,,
"Espanola
                     2021 - 22 Score4.2 2021 - 22 Rank587/689CityEspanolaAdd to compare",,,,,
"Essex
                     2021 - 22 Score5.9 2021 - 22 Rank394/689CityEssexAdd to compare",,,,,
"Etobicoke
                     2021 - 22 Score7.3 2021 - 22 Rank167/689CityTorontoAdd to compare",,,,,
"Etobicoke-Arts
                     2021 - 22 Score8.6 2021 - 22 Rank22/689CityTorontoAdd to compare",,,,,
"F E Madill
                     2021 - 22 Score4.3 2021 - 22 Rank580/689CityWinghamAdd to compare",,,,,
"F J Brennan
                     2021 - 22 Score5.2 2021 - 22 Rank496/689CityWindsorAdd to compare",,,,,
"F J McElligott
                     2021 - 22 Score4.2 2021 - 22 Rank587/689CityMattawaAdd to compare",,,,,
"Father Bressani
                     2021 - 22 Score6.8 2021 - 22 Rank246/689CityWoodbridgeAdd to compare",,,,,
"Father Henry Carr
                     2021 - 22 Score4.1 2021 - 22 Rank595/689CityTorontoAdd to compare",,,,,
"Father John Redmond
                     2021 - 22 Score7.8 2021 - 22 Rank87/689CityTorontoAdd to compare",,,,,
"Father Leo J Austin
                     2021 - 22 Score7.3 2021 - 22 Rank167/689CityWhitbyAdd to compare",,,,,
"Father Michael Goetz
                     2021 - 22 Score5.1 2021 - 22 Rank505/689CityMississaugaAdd to compare",,,,,
"Father Michael McGivney
                     2021 - 22 Score8.3 2021 - 22 Rank41/689CityMarkhamAdd to compare",,,,,
"Fellowes
                     2021 - 22 Score5.5 2021 - 22 Rank459/689CityPembrokeAdd to compare",,,,,
"Fenelon Falls
                     2021 - 22 Score5.1 2021 - 22 Rank505/689CityFenelon FallsAdd to compare",,,,,
"Forest Heights
                     2021 - 22 Score4.7 2021 - 22 Rank540/689CityKitchenerAdd to compare",,,,,
"Forest Hill
                     2021 - 22 Score6.9 2021 - 22 Rank227/689CityTorontoAdd to compare",,,,,
"Fort Frances
                     2021 - 22 Score4.5 2021 - 22 Rank562/689CityFort FrancesAdd to compare",,,,,
"Francis Libermann
                     2021 - 22 Score6.1 2021 - 22 Rank357/689CityTorontoAdd to compare",,,,,
"Franco-Cité
                     2021 - 22 Score3.1 2021 - 22 Rank641/689CitySturgeon FallsAdd to compare",,,,,
"Franco-Cité
                     2021 - 22 Score6.2 2021 - 22 Rank341/689CityOttawaAdd to compare",,,,,
"Franco-Jeunesse
                     2021 - 22 Score5.2 2021 - 22 Rank496/689CitySarniaAdd to compare",,,,,
"Franco-Ouest
                     2021 - 22 Score7.2 2021 - 22 Rank181/689CityNepeanAdd to compare",,,,,
"Frontenac
                     2021 - 22 Score6.3 2021 - 22 Rank325/689CityKingstonAdd to compare",,,,,
"G L Roberts
                     2021 - 22 Score3.7 2021 - 22 Rank615/689CityOshawaAdd to compare",,,,,
"Gabriel-Dumont
                     2021 - 22 Score7.1 2021 - 22 Rank194/689CityLondonAdd to compare",,,,,
"Galt
                     2021 - 22 Score5.9 2021 - 22 Rank394/689CityCambridgeAdd to compare",,,,,
"Gananoque
                     2021 - 22 Score5.5 2021 - 22 Rank459/689CityGananoqueAdd to compare",,,,,
"Garneau
                     2021 - 22 Score7.7 2021 - 22 Rank102/689CityGloucesterAdd to compare",,,,,
"Garth Webb
                     2021 - 22 Score8.1 2021 - 22 Rank60/689CityOakvilleAdd to compare",,,,,
"Gaétan Gervais
                     2021 - 22 Score8.7 2021 - 22 Rank19/689CityOakvilleAdd to compare",,,,,
,,,,,
,,,,,
Earl of March,9,8/689,Kanata,,
East Elgin,4.6,552/689,Aylmer,,
East Northumberland,6.5,288/689,Brighton,,
East York,5.1,505/689,Toronto,,
Eastdale,2.1,666/689,Welland,,
Eastdale,5.3,480/689,Oshawa,,
Eastview,6.9,227/689,Barrie,,
Eastwood,6.1,357/689,Kitchener,,
Echo du Nord,4.5,562/689,Kapuskasing,,
Eden,8.3,41/689,St Catharines,,
Elliot Lake,3.7,615/689,Elliot Lake,,
Elmira,7.1,194/689,Elmira,,
Elmvale,5.1,505/689,Elmvale,,
Embrun,5.2,496/689,Embrun,,
Emery,2.4,657/689,Toronto,,
Emily Carr,7.7,102/689,Woodbridge,,
Englehart,6.5,288/689,Englehart,,
Erin,7.3,167/689,Erin,,
Ernestown,4.3,580/689,Odessa,,
Espanola,4.2,587/689,Espanola,,
Essex,5.9,394/689,Essex,,
Etobicoke,7.3,167/689,Toronto,,
Etobicoke-Arts,8.6,22/689,Toronto,,
F E Madill,4.3,580/689,Wingham,,
F J Brennan,5.2,496/689,Windsor,,
F J McElligott,4.2,587/689,Mattawa,,
Father Bressani,6.8,246/689,Woodbridge,,
Father Henry Carr,4.1,595/689,Toronto,,
Father John Redmond,7.8,87/689,Toronto,,
Father Leo J Austin,7.3,167/689,Whitby,,
Father Michael Goetz,5.1,505/689,Mississauga,,
Father Michael McGivney,8.3,41/689,Markham,,
Fellowes,5.5,459/689,Pembroke,,
Fenelon Falls,5.1,505/689,Fenelon Falls,,
Forest Heights,4.7,540/689,Kitchener,,
Forest Hill,6.9,227/689,Toronto,,
Fort Frances,4.5,562/689,Fort Frances,,
Francis Libermann,6.1,357/689,Toronto,,
Franco-Cité,3.1,641/689,Sturgeon Falls,,
Franco-Cité,6.2,341/689,Ottawa,,
Franco-Jeunesse,5.2,496/689,Sarnia,,
Franco-Ouest,7.2,181/689,Nepean,,
Frontenac,6.3,325/689,Kingston,,
G L Roberts,3.7,615/689,Oshawa,,
Gabriel-Dumont,7.1,194/689,London,,
Galt,5.9,394/689,Cambridge,,
Gananoque,5.5,459/689,Gananoque,,
Garneau,7.7,102/689,Gloucester,,
Garth Webb,8.1,60/689,Oakville,,
Gaétan Gervais,8.7,19/689,Oakville,,
,,,,,
,,,,,
"A B Lucas
                Score:7.6Rank:120/689add_circleAdd to compare",,,,,
"A N Myer
                Score:7.5Rank:138/689add_circleAdd to compare",,,,,
"A Y Jackson
                Score:7.9Rank:77/689add_circleAdd to compare",,,,,
"A.Y. Jackson
                Score:8.2Rank:52/689add_circleAdd to compare",,,,,
"Abbey Park
                Score:8.5Rank:26/689add_circleAdd to compare",,,,,
"Acton
                Score:6Rank:378/689add_circleAdd to compare",,,,,
"Adam Scott
                Score:5.4Rank:471/689add_circleAdd to compare",,,,,
"Agincourt
                Score:8.3Rank:41/689add_circleAdd to compare",,,,,
,,,,,
,,,,,
"General Amherst
                     2021 - 22 Score5.7 2021 - 22 Rank425/689CityAmherstburgAdd to compare",,,,,
"George Harvey
                     2021 - 22 Score2.2 2021 - 22 Rank664/689CityTorontoAdd to compare",,,,,
"George S Henry
                     2021 - 22 Score5.5 2021 - 22 Rank459/689CityTorontoAdd to compare",,,,,
"Georges Vanier
                     2021 - 22 Score5.6 2021 - 22 Rank443/689CityTorontoAdd to compare",,,,,
"Georges-P-Vanier
                     2021 - 22 Score4.7 2021 - 22 Rank540/689CityHamiltonAdd to compare",,,,,
"Georgetown
                     2021 - 22 Score7.1 2021 - 22 Rank194/689CityGeorgetownAdd to compare",,,,,
"Georgian Bay
                     2021 - 22 Score6.6 2021 - 22 Rank273/689CityMeafordAdd to compare",,,,,
"Georgian Bay District
                     2021 - 22 Score4 2021 - 22 Rank603/689CityMidlandAdd to compare",,,,,
"Geraldton
                     2021 - 22 Score1.6 2021 - 22 Rank676/689CityGeraldtonAdd to compare",,,,,
"Gisèle-Lalonde
                     2021 - 22 Score7.3 2021 - 22 Rank167/689CityOrléansAdd to compare",,,,,
"Glebe
                     2021 - 22 Score7.5 2021 - 22 Rank138/689CityOttawaAdd to compare",,,,,
"Glencoe
                     2021 - 22 Score5.6 2021 - 22 Rank443/689CityGlencoeAdd to compare",,,,,
"Glendale
                     2021 - 22 Score4.2 2021 - 22 Rank587/689CityHamiltonAdd to compare",,,,,
"Glendale
                     2021 - 22 Score5.5 2021 - 22 Rank459/689CityTillsonburgAdd to compare",,,,,
"Glengarry
                     2021 - 22 Score6 2021 - 22 Rank378/689CityAlexandriaAdd to compare",,,,,
"Glenview Park
                     2021 - 22 Score6.3 2021 - 22 Rank325/689CityCambridgeAdd to compare",,,,,
"Gloucester
                     2021 - 22 Score2.8 2021 - 22 Rank647/689CityGloucesterAdd to compare",,,,,
"Goderich
                     2021 - 22 Score6.3 2021 - 22 Rank325/689CityGoderichAdd to compare",,,,,
"Governor Simcoe
                     2021 - 22 Score6.4 2021 - 22 Rank305/689CitySt CatharinesAdd to compare",,,,,
"Grand River
                     2021 - 22 Score6.6 2021 - 22 Rank273/689CityKitchenerAdd to compare",,,,,
"Gravenhurst
                     2021 - 22 Score5.6 2021 - 22 Rank443/689CityGravenhurstAdd to compare",,,,,
"Great Lakes
                     2021 - 22 Score4.5 2021 - 22 Rank562/689CitySarniaAdd to compare",,,,,
"Greater Fort Erie
                     2021 - 22 Score5.8 2021 - 22 Rank409/689CityFort ErieAdd to compare",,,,,
"Grey Highlands
                     2021 - 22 Score3.7 2021 - 22 Rank615/689CityFleshertonAdd to compare",,,,,
"Grimsby
                     2021 - 22 Score7.5 2021 - 22 Rank138/689CityGrimsbyAdd to compare",,,,,
"Guelph
                     2021 - 22 Score8.3 2021 - 22 Rank41/689CityGuelphAdd to compare",,,,,
"H B Beal
                     2021 - 22 Score4.8 2021 - 22 Rank531/689CityLondonAdd to compare",,,,,
"Hagersville
                     2021 - 22 Score5 2021 - 22 Rank516/689CityHagersvilleAdd to compare",,,,,
"Haliburton Highland
                     2021 - 22 Score5.4 2021 - 22 Rank471/689CityHaliburtonAdd to compare",,,,,
"Hanmer
                     2021 - 22 Score3.9 2021 - 22 Rank606/689CityHanmerAdd to compare",,,,,
"Harbord
                     2021 - 22 Score8.3 2021 - 22 Rank41/689CityTorontoAdd to compare",,,,,
"Hawkesbury
                     2021 - 22 Score7 2021 - 22 Rank210/689CityHawkesburyAdd to compare",,,,,
"Hearst
                     2021 - 22 Score5.6 2021 - 22 Rank443/689CityHearstAdd to compare",,,,,
"Henry Street
                     2021 - 22 Score7.2 2021 - 22 Rank181/689CityWhitbyAdd to compare",,,,,
"Highland
                     2021 - 22 Score5.9 2021 - 22 Rank394/689CityDundasAdd to compare",,,,,
"Hillcrest
                     2021 - 22 Score5.2 2021 - 22 Rank496/689CityOttawaAdd to compare",,,,,
"Holy Cross
                     2021 - 22 Score5.9 2021 - 22 Rank394/689CityWoodbridgeAdd to compare",,,,,
"Holy Cross
                     2021 - 22 Score6.8 2021 - 22 Rank246/689CityKingstonAdd to compare",,,,,
"Holy Cross
                     2021 - 22 Score5 2021 - 22 Rank516/689CitySt CatharinesAdd to compare",,,,,
"Holy Cross
                     2021 - 22 Score5.4 2021 - 22 Rank471/689CityPeterboroughAdd to compare",,,,,
"Holy Cross
                     2021 - 22 Score5.6 2021 - 22 Rank443/689CityStrathroyAdd to compare",,,,,
"Holy Name of Mary
                     2021 - 22 Score8 2021 - 22 Rank66/689CityBramptonAdd to compare",,,,,
"Holy Names
                     2021 - 22 Score6.4 2021 - 22 Rank305/689CityWindsorAdd to compare",,,,,
"Holy Trinity
                     2021 - 22 Score7.4 2021 - 22 Rank154/689CityKanataAdd to compare",,,,,
"Holy Trinity
                     2021 - 22 Score6.7 2021 - 22 Rank260/689CityCourticeAdd to compare",,,,,
"Holy Trinity
                     2021 - 22 Score5.6 2021 - 22 Rank443/689CitySimcoeAdd to compare",,,,,
"Holy Trinity
                     2021 - 22 Score6.1 2021 - 22 Rank357/689CityCornwallAdd to compare",,,,,
"Holy Trinity
                     2021 - 22 Score6.2 2021 - 22 Rank341/689CityBradfordAdd to compare",,,,,
"Holy Trinity
                     2021 - 22 Score7.7 2021 - 22 Rank102/689CityOakvilleAdd to compare",,,,,
"Hon W C Kennedy
                     2021 - 22 Score2.3 2021 - 22 Rank660/689CityWindsorAdd to compare",,,,,
,,,,,
,,,,,
General Amherst,5.7,425/689,Amherstburg,,
George Harvey,2.2,664/689,Toronto,,
George S Henry,5.5,459/689,Toronto,,
Georges Vanier,5.6,443/689,Toronto,,
Georges-P-Vanier,4.7,540/689,Hamilton,,
Georgetown,7.1,194/689,Georgetown,,
Georgian Bay,6.6,273/689,Meaford,,
Georgian Bay District,4,603/689,Midland,,
Geraldton,1.6,676/689,Geraldton,,
Gisèle-Lalonde,7.3,167/689,Orléans,,
Glebe,7.5,138/689,Ottawa,,
Glencoe,5.6,443/689,Glencoe,,
Glendale,4.2,587/689,Hamilton,,
Glendale,5.5,459/689,Tillsonburg,,
Glengarry,6,378/689,Alexandria,,
Glenview Park,6.3,325/689,Cambridge,,
Gloucester,2.8,647/689,Gloucester,,
Goderich,6.3,325/689,Goderich,,
Governor Simcoe,6.4,305/689,St Catharines,,
Grand River,6.6,273/689,Kitchener,,
Gravenhurst,5.6,443/689,Gravenhurst,,
Great Lakes,4.5,562/689,Sarnia,,
Greater Fort Erie,5.8,409/689,Fort Erie,,
Grey Highlands,3.7,615/689,Flesherton,,
Grimsby,7.5,138/689,Grimsby,,
Guelph,8.3,41/689,Guelph,,
H B Beal,4.8,531/689,London,,
Hagersville,5,516/689,Hagersville,,
Haliburton Highland,5.4,471/689,Haliburton,,
Hanmer,3.9,606/689,Hanmer,,
Harbord,8.3,41/689,Toronto,,
Hawkesbury,7,210/689,Hawkesbury,,
Hearst,5.6,443/689,Hearst,,
Henry Street,7.2,181/689,Whitby,,
Highland,5.9,394/689,Dundas,,
Hillcrest,5.2,496/689,Ottawa,,
Holy Cross,5.9,394/689,Woodbridge,,
Holy Cross,6.8,246/689,Kingston,,
Holy Cross,5,516/689,St Catharines,,
Holy Cross,5.4,471/689,Peterborough,,
Holy Cross,5.6,443/689,Strathroy,,
Holy Name of Mary,8,66/689,Brampton,,
Holy Names,6.4,305/689,Windsor,,
Holy Trinity,7.4,154/689,Kanata,,
Holy Trinity,6.7,260/689,Courtice,,
Holy Trinity,5.6,443/689,Simcoe,,
Holy Trinity,6.1,357/689,Cornwall,,
Holy Trinity,6.2,341/689,Bradford,,
Holy Trinity,7.7,102/689,Oakville,,
Hon W C Kennedy,2.3,660/689,Windsor,,
,,,,,
,,,,,
"A B Lucas
                Score:7.6Rank:120/689add_circleAdd to compare",,,,,
"A N Myer
                Score:7.5Rank:138/689add_circleAdd to compare",,,,,
"A Y Jackson
                Score:7.9Rank:77/689add_circleAdd to compare",,,,,
"A.Y. Jackson
                Score:8.2Rank:52/689add_circleAdd to compare",,,,,
"Abbey Park
                Score:8.5Rank:26/689add_circleAdd to compare",,,,,
"Acton
                Score:6Rank:378/689add_circleAdd to compare",,,,,
"Adam Scott
                Score:5.4Rank:471/689add_circleAdd to compare",,,,,
"Agincourt
                Score:8.3Rank:41/689add_circleAdd to compare",,,,,
,,,,,
,,,,,
"Humberside
                     2021 - 22 Score8.5 2021 - 22 Rank26/689CityTorontoAdd to compare",,,,,
"Huntsville
                     2021 - 22 Score5.8 2021 - 22 Rank409/689CityHuntsvilleAdd to compare",,,,,
"Huron Heights
                     2021 - 22 Score6.6 2021 - 22 Rank273/689CityKitchenerAdd to compare",,,,,
"Huron Heights
                     2021 - 22 Score5.7 2021 - 22 Rank425/689CityNewmarketAdd to compare",,,,,
"Huron Park
                     2021 - 22 Score5.1 2021 - 22 Rank505/689CityWoodstockAdd to compare",,,,,
"I E Weldon
                     2021 - 22 Score6.7 2021 - 22 Rank260/689CityLindsayAdd to compare",,,,,
"Ignace
                     2021 - 22 Score4.6 2021 - 22 Rank552/689CityIgnaceAdd to compare",,,,,
"Immaculata
                     2021 - 22 Score6.6 2021 - 22 Rank273/689CityOttawaAdd to compare",,,,,
"Ingersoll District
                     2021 - 22 Score5.6 2021 - 22 Rank443/689CityIngersollAdd to compare",,,,,
"Innisdale
                     2021 - 22 Score6.2 2021 - 22 Rank341/689CityBarrieAdd to compare",,,,,
"Iroquois Falls
                     2021 - 22 Score5.9 2021 - 22 Rank394/689CityIroquois FallsAdd to compare",,,,,
"Iroquois Ridge
                     2021 - 22 Score8.8 2021 - 22 Rank15/689CityOakvilleAdd to compare",,,,,
"J Clarke Richardson
                     2021 - 22 Score7.4 2021 - 22 Rank154/689CityAjaxAdd to compare",,,,,
"Jacob Hespeler
                     2021 - 22 Score5.5 2021 - 22 Rank459/689CityCambridgeAdd to compare",,,,,
"James Cardinal McGuigan
                     2021 - 22 Score4.4 2021 - 22 Rank575/689CityTorontoAdd to compare",,,,,
"Jarvis
                     2021 - 22 Score5.1 2021 - 22 Rank505/689CityTorontoAdd to compare",,,,,
"Jean Vanier
                     2021 - 22 Score7 2021 - 22 Rank210/689CityRichmond HillAdd to compare",,,,,
"Jean Vanier
                     2021 - 22 Score5.9 2021 - 22 Rank394/689CityCollingwoodAdd to compare",,,,,
"Jean Vanier
                     2021 - 22 Score4.1 2021 - 22 Rank595/689CityTorontoAdd to compare",,,,,
"Jean Vanier
                     2021 - 22 Score6.8 2021 - 22 Rank246/689CityMiltonAdd to compare",,,,,
"Jean-Vanier
                     2021 - 22 Score4.6 2021 - 22 Rank552/689CityWellandAdd to compare",,,,,
"Jeanne-Lajoie
                     2021 - 22 Score7.7 2021 - 22 Rank102/689CityPembrokeAdd to compare",,,,,
"Jeunes sans frontières
                     2021 - 22 Score6.7 2021 - 22 Rank260/689CityBramptonAdd to compare",,,,,
"Jeunesse-Nord
                     2021 - 22 Score2 2021 - 22 Rank669/689CityBlind RiverAdd to compare",,,,,
"John Cabot
                     2021 - 22 Score5.6 2021 - 22 Rank443/689CityMississaugaAdd to compare",,,,,
"John Diefenbaker
                     2021 - 22 Score3.2 2021 - 22 Rank637/689CityHanoverAdd to compare",,,,,
"John F Ross
                     2021 - 22 Score7.6 2021 - 22 Rank120/689CityGuelphAdd to compare",,,,,
"John McCrae
                     2021 - 22 Score7.9 2021 - 22 Rank77/689CityNepeanAdd to compare",,,,,
"John McGregor
                     2021 - 22 Score3.5 2021 - 22 Rank624/689CityChathamAdd to compare",,,,,
"John Paul II
                     2021 - 22 Score4.6 2021 - 22 Rank552/689CityLondonAdd to compare",,,,,
"John Polanyi
                     2021 - 22 Score5.5 2021 - 22 Rank459/689CityTorontoAdd to compare",,,,,
"Jordan Christian
                     2021 - 22 Score7.8 2021 - 22 Rank87/689CityJordan StationAdd to compare",,,,,
"Kenner
                     2021 - 22 Score4.2 2021 - 22 Rank587/689CityPeterboroughAdd to compare",,,,,
"Keswick
                     2021 - 22 Score3.7 2021 - 22 Rank615/689CityKeswickAdd to compare",,,,,
"Khalsa Community
                     2021 - 22 Score10 2021 - 22 Rank1/689CityBramptonAdd to compare",,,,,
"Kincardine
                     2021 - 22 Score6.3 2021 - 22 Rank325/689CityKincardineAdd to compare",,,,,
"King City
                     2021 - 22 Score6.3 2021 - 22 Rank325/689CityKing CityAdd to compare",,,,,
"Kingston
                     2021 - 22 Score7.4 2021 - 22 Rank154/689CityKingstonAdd to compare",,,,,
"Kingsville
                     2021 - 22 Score7 2021 - 22 Rank210/689CityKingsvilleAdd to compare",,,,,
"Kipling
                     2021 - 22 Score1.8 2021 - 22 Rank671/689CityTorontoAdd to compare",,,,,
"Kitchener Waterloo
                     2021 - 22 Score6.8 2021 - 22 Rank246/689CityKitchenerAdd to compare",,,,,
"Korah
                     2021 - 22 Score6 2021 - 22 Rank378/689CitySault Ste. MarieAdd to compare",,,,,
"L'Académie de la Seigneurie
                     2021 - 22 Score6.1 2021 - 22 Rank357/689CityCasselmanAdd to compare",,,,,
"l'Alliance
                     2021 - 22 Score4.6 2021 - 22 Rank552/689CityIroquois FallsAdd to compare",,,,,
"L'Amoreaux
                     2021 - 22 Score4.8 2021 - 22 Rank531/689CityTorontoAdd to compare",,,,,
"L'Escale
                     2021 - 22 Score4.9 2021 - 22 Rank526/689CityRocklandAdd to compare",,,,,
"l'Essor
                     2021 - 22 Score4.8 2021 - 22 Rank531/689CityTecumsehAdd to compare",,,,,
"l'Horizon
                     2021 - 22 Score5 2021 - 22 Rank516/689CityVal CaronAdd to compare",,,,,
"L'Héritage
                     2021 - 22 Score7.6 2021 - 22 Rank120/689CityCornwallAdd to compare",,,,,
"L'Équinoxe
                     2021 - 22 Score9 2021 - 22 Rank8/689CityPembrokeAdd to compare",,,,,
,,,,,
,,,,,
Humberside,8.5,26/689,Toronto,,
Huntsville,5.8,409/689,Huntsville,,
Huron Heights,6.6,273/689,Kitchener,,
Huron Heights,5.7,425/689,Newmarket,,
Huron Park,5.1,505/689,Woodstock,,
I E Weldon,6.7,260/689,Lindsay,,
Ignace,4.6,552/689,Ignace,,
Immaculata,6.6,273/689,Ottawa,,
Ingersoll District,5.6,443/689,Ingersoll,,
Innisdale,6.2,341/689,Barrie,,
Iroquois Falls,5.9,394/689,Iroquois Falls,,
Iroquois Ridge,8.8,15/689,Oakville,,
J Clarke Richardson,7.4,154/689,Ajax,,
Jacob Hespeler,5.5,459/689,Cambridge,,
James Cardinal McGuigan,4.4,575/689,Toronto,,
Jarvis,5.1,505/689,Toronto,,
Jean Vanier,7,210/689,Richmond Hill,,
Jean Vanier,5.9,394/689,Collingwood,,
Jean Vanier,4.1,595/689,Toronto,,
Jean Vanier,6.8,246/689,Milton,,
Jean-Vanier,4.6,552/689,Welland,,
Jeanne-Lajoie,7.7,102/689,Pembroke,,
Jeunes sans frontières,6.7,260/689,Brampton,,
Jeunesse-Nord,2,669/689,Blind River,,
John Cabot,5.6,443/689,Mississauga,,
John Diefenbaker,3.2,637/689,Hanover,,
John F Ross,7.6,120/689,Guelph,,
John McCrae,7.9,77/689,Nepean,,
John McGregor,3.5,624/689,Chatham,,
John Paul II,4.6,552/689,London,,
John Polanyi,5.5,459/689,Toronto,,
Jordan Christian,7.8,87/689,Jordan Station,,
Kenner,4.2,587/689,Peterborough,,
Keswick,3.7,615/689,Keswick,,
Khalsa Community,10,1/689,Brampton,,
Kincardine,6.3,325/689,Kincardine,,
King City,6.3,325/689,King City,,
Kingston,7.4,154/689,Kingston,,
Kingsville,7,210/689,Kingsville,,
Kipling,1.8,671/689,Toronto,,
Kitchener Waterloo,6.8,246/689,Kitchener,,
Korah,6,378/689,Sault Ste. Marie,,
L'Académie de la Seigneurie,6.1,357/689,Casselman,,
l'Alliance,4.6,552/689,Iroquois Falls,,
L'Amoreaux,4.8,531/689,Toronto,,
L'Escale,4.9,526/689,Rockland,,
l'Essor,4.8,531/689,Tecumseh,,
l'Horizon,5,516/689,Val Caron,,
L'Héritage,7.6,120/689,Cornwall,,
L'Équinoxe,9,8/689,Pembroke,,
,,,,,
,,,,,
"A B Lucas
                Score:7.6Rank:120/689add_circleAdd to compare",,,,,
"A N Myer
                Score:7.5Rank:138/689add_circleAdd to compare",,,,,
"A Y Jackson
                Score:7.9Rank:77/689add_circleAdd to compare",,,,,
"A.Y. Jackson
                Score:8.2Rank:52/689add_circleAdd to compare",,,,,
"Abbey Park
                Score:8.5Rank:26/689add_circleAdd to compare",,,,,
"Acton
                Score:6Rank:378/689add_circleAdd to compare",,,,,
"Adam Scott
                Score:5.4Rank:471/689add_circleAdd to compare",,,,,
"Agincourt
                Score:8.3Rank:41/689add_circleAdd to compare",,,,,
,,,,,
,,,,,
"La Citadelle
                     2021 - 22 Score5.2 2021 - 22 Rank496/689CityCornwallAdd to compare",,,,,
"La Salle
                     2021 - 22 Score5.8 2021 - 22 Rank409/689CityKingstonAdd to compare",,,,,
"Lake Superior
                     2021 - 22 Score4.1 2021 - 22 Rank595/689CityTerrace BayAdd to compare",,,,,
"Lakeshore
                     2021 - 22 Score4.9 2021 - 22 Rank526/689CityTorontoAdd to compare",,,,,
"Lakeshore
                     2021 - 22 Score6.4 2021 - 22 Rank305/689CityPort ColborneAdd to compare",,,,,
"Lambton Central
                     2021 - 22 Score6.5 2021 - 22 Rank288/689CityPetroliaAdd to compare",,,,,
"Lambton Kent
                     2021 - 22 Score5.3 2021 - 22 Rank480/689CityDresdenAdd to compare",,,,,
"Langstaff
                     2021 - 22 Score6.7 2021 - 22 Rank260/689CityRichmond HillAdd to compare",,,,,
"Lasalle
                     2021 - 22 Score3.8 2021 - 22 Rank611/689CitySudburyAdd to compare",,,,,
"Laura Secord
                     2021 - 22 Score6.4 2021 - 22 Rank305/689CitySt CatharinesAdd to compare",,,,,
"Lawrence Park
                     2021 - 22 Score8.7 2021 - 22 Rank19/689CityTorontoAdd to compare",,,,,
"Le Caron
                     2021 - 22 Score6.9 2021 - 22 Rank227/689CityPenetanguisheneAdd to compare",,,,,
"Le Relais
                     2021 - 22 Score4.7 2021 - 22 Rank540/689CityAlexandriaAdd to compare",,,,,
"Le Sommet
                     2021 - 22 Score5.5 2021 - 22 Rank459/689CityHawkesburyAdd to compare",,,,,
"Leamington
                     2021 - 22 Score4.7 2021 - 22 Rank540/689CityLeamingtonAdd to compare",,,,,
"Leaside
                     2021 - 22 Score8.8 2021 - 22 Rank15/689CityTorontoAdd to compare",,,,,
"Lester B Pearson
                     2021 - 22 Score6.1 2021 - 22 Rank357/689CityTorontoAdd to compare",,,,,
"Lester B Pearson
                     2021 - 22 Score4.3 2021 - 22 Rank580/689CityGloucesterAdd to compare",,,,,
"Lindsay
                     2021 - 22 Score5.8 2021 - 22 Rank409/689CityLindsayAdd to compare",,,,,
"Lisgar
                     2021 - 22 Score8.3 2021 - 22 Rank41/689CityOttawaAdd to compare",,,,,
"Listowel
                     2021 - 22 Score5.6 2021 - 22 Rank443/689CityListowelAdd to compare",,,,,
"Lively
                     2021 - 22 Score6.1 2021 - 22 Rank357/689CityLivelyAdd to compare",,,,,
"Lo-Ellen Park
                     2021 - 22 Score7.3 2021 - 22 Rank167/689CitySudburyAdd to compare",,,,,
"Lockerby
                     2021 - 22 Score7.8 2021 - 22 Rank87/689CitySudburyAdd to compare",,,,,
"London Central
                     2021 - 22 Score9.2 2021 - 22 Rank4/689CityLondonAdd to compare",,,,,
"London South
                     2021 - 22 Score6.2 2021 - 22 Rank341/689CityLondonAdd to compare",,,,,
"Longfields Davidson Heights
                     2021 - 22 Score7.8 2021 - 22 Rank87/689CityNepeanAdd to compare",,,,,
"Lord Dorchester
                     2021 - 22 Score6.5 2021 - 22 Rank288/689CityDorchesterAdd to compare",,,,,
"Loretto
                     2021 - 22 Score5.6 2021 - 22 Rank443/689CityTorontoAdd to compare",,,,,
"Loretto Abbey
                     2021 - 22 Score7.6 2021 - 22 Rank120/689CityTorontoAdd to compare",,,,,
"Louis-Riel
                     2021 - 22 Score7.5 2021 - 22 Rank138/689CityGloucesterAdd to compare",,,,,
"Loyalist
                     2021 - 22 Score4.7 2021 - 22 Rank540/689CityKingstonAdd to compare",,,,,
"Loyola
                     2021 - 22 Score7.5 2021 - 22 Rank138/689CityMississaugaAdd to compare",,,,,
"M M Robinson
                     2021 - 22 Score6.4 2021 - 22 Rank305/689CityBurlingtonAdd to compare",,,,,
"Macdonald-Cartier
                     2021 - 22 Score4.3 2021 - 22 Rank580/689CitySudburyAdd to compare",,,,,
"MacKenzie
                     2021 - 22 Score6.7 2021 - 22 Rank260/689CityDeep RiverAdd to compare",,,,,
"Madawaska Valley
                     2021 - 22 Score5 2021 - 22 Rank516/689CityBarry's BayAdd to compare",,,,,
"Madonna
                     2021 - 22 Score4.4 2021 - 22 Rank575/689CityTorontoAdd to compare",,,,,
"Malvern
                     2021 - 22 Score8.6 2021 - 22 Rank22/689CityTorontoAdd to compare",,,,,
"Manitoulin
                     2021 - 22 Score5 2021 - 22 Rank516/689CityM'ChigeengAdd to compare",,,,,
"Manitouwadge
                     2021 - 22 Score3.6 2021 - 22 Rank623/689CityManitouwadgeAdd to compare",,,,,
"Maple
                     2021 - 22 Score8.1 2021 - 22 Rank60/689CityMapleAdd to compare",,,,,
