,price,address,mls,sqft,Community,beds,baths,Building Type,Air Conditioning,Heating Type,lat,long,Frontage,Land Depth,no amenity,gym,pool,party room,security,parking,balcony,indoor pool,recreation,sauna,storage - locker,guest suites,outdoor pool,bbqs allowed,bike storage,carpet free,in suite laundry,media room,tennis court,car wash,squash/racquet court
12,539900.0,"503 - 117 GERRARD STREET EToronto (Church-Yonge Corridor), Ontario M5B2L4",C10463710,749.5,Church-Yonge Corridor,2.0,1.0,Apartment,Central air conditioning,Forced air (Natural gas),43.6602378,-79.3760305,,,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,3600000.0,"68 YORKVILLE Avenue Unit# 304Toronto, Ontario M5R3V7",40680368,2374.0,,3.0,3.0,Apartment,Central air conditioning,Heat Pump,43.6715317,-79.3904948,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2249000.0,"75 KENILWORTH AvenueToronto, Ontario M4L3S4",40679294,2150.0,,4.0,5.5,Detached,Central air conditioning,"Forced air, (Natural gas)",43.668164,-79.30104949999999,25.0,115 ft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,699990.0,"602 - 50 ORDNANCE STREETToronto (Niagara), Ontario M6K1A2",C10463676,649.5,Niagara,2.0,1.0,Apartment,"Central air conditioning, Ventilation system",Forced air (Natural gas),43.6397778,-79.40995889999999,,,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16,980000.0,"741 - 15 MERCHANT'S WHARFToronto (Waterfront Communities), Ontario M5A0N8",C10463657,749.5,Waterfront Communities C8,2.0,2.0,Apartment,Central air conditioning,Forced air (Natural gas),43.6447502,-79.3639017,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
17,655000.0,"512 - 24 WELLESLEY STREET WToronto (Bay Street Corridor), Ontario M4Y2X6",C10463639,749.5,Bay Street Corridor,2.0,2.5,Apartment,Central air conditioning,Forced air (Natural gas),43.6648384,-79.3860754,,,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,751176.0,"1902 - 14 YORK STREETToronto (Waterfront Communities), Ontario M5J0B1",C10463650,749.5,Waterfront Communities C1,2.0,2.0,Apartment,Central air conditioning,Forced air,43.64195290000001,-79.38201629999999,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,529000.0,"911 - 81 NAVY WHARF COURTToronto (Waterfront Communities), Ontario M5V3S2",C10461325,649.5,Waterfront Communities C1,2.0,1.0,Apartment,Central air conditioning,Forced air (Natural gas),43.6413424,-79.3914198,,,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,599000.0,"1150 - 313 RICHMOND STREET EToronto (Moss Park), Ontario M5A4S7",C10461890,749.5,Moss Park,2.0,1.0,Apartment,Central air conditioning,Forced air (Natural gas),43.65337,-79.3684816,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,640000.0,"2011 - 8 YORK STREETToronto (Waterfront Communities), Ontario M5J2Y2",C10456114,649.5,Waterfront Communities C1,2.0,1.0,Apartment,Central air conditioning,Forced air (Natural gas),43.640542,-79.38099489999999,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
