price,address,mls,Calculated_sqft,Square Footage
2400000,83 Anthony Road,W10409239,4250.0,
3428000,145 Churchill Avenue,C10409215,3576.8106019100005,
1299000,52 Amiens Road,E10409088,1887.54351093,
949900,8 Attila Court,W10408941,1750.0,
2900000,33 Edwin Avenue,W10408851,2306.58967266,
2580000,73 Fishleigh Drive,E10408783,1220.7877185000002,
1179000,111 Knowles Drive,E10408741,981.83452045,
2699900,42 Fishleigh Drive,E10408731,2750.02252623,
1998000,34 Beresford Avenue,W10408576,1300.0,
1699000,120 Fred Young Drive,W10408310,3250.0,
1099000,46 Shangarry Drive,E10408203,1045.9819825,
4095000,5 Pembury Avenue,C10408300,2678.31880638,
2649000,74 Garnet Avenue,W10408267,2347.9402709,
1148000,4 Daysland Road,W10408032,1081.41889408,
1898000,270 Brighton Avenue,C10408325,2250.0,
999000,62 Kay Drive,W10407963,1176.45767274,
3489000,1 Oregon Trail,W10407945,4056.23793708,
899899,18 Anneke Road,E10407947,1378.532673,
1999000,85 Yonge Boulevard,C10407957,1612.58076182,
1898000,152 Stanley Avenue,W10407900,1546.60666594,
1179000,53 Lynnford Drive,W10407851,1400.15196615,
1380000,70 Laburnham Avenue,W10407834,1248.08927446,
2099900,26 Birchmount Road,E10407810,2756.8629846800004,
15750000,82 Chestnut Park Road,C10407735,5000.0,
1280000,32 Windsor Road,W10407662,1750.0,
3955000,21 Kirk Bradden Road W,W10407636,3250.0,
3149995,262 Senlac Road,C10407628,4250.0,
985000,57 Ellington Drive,E10407565,1007.59253315,
1389999,93 Willowridge Road,W10407542,1300.0,
1998000,138 Citation Drive,C10407543,1010.02517455,
1100000,6 Adele Avenue,W10407526,1375.74374651,
1099990,130 Morningview Trail,E10407464,1658.52862175,
4395000,278 Dawlish Avenue,C10407456,2267.26268762,
3980000,4 Burleigh Heights Drive,C10407097,4250.0,
3490000,218 Pleasant Avenue,C10406930,4250.0,
1529000,926 Willowdale Avenue,C10406913,1750.0,
2799900,36 Craiglee Drive,E10406886,3250.0,
1199900,15 Helmsdale Crescent,W10406740,1539.2366236099997,
2298000,561 Arlington Avenue,C10406727,2250.0,
1290000,362 Northcliffe Boulevard,C10406675,1376.56395569,
1399000,564 Horner Avenue,W10406575,1156.80386773,
1300000,55 Maryhill Drive,W10405539,1612.6474979999998,
3438000,333 Brighton Avenue,C10406554,3133.491845680001,
1549900,114 Saskatoon Drive,W10406494,1623.7483080699997,
1325000,11 Carisbrooke Square,E10406394,2750.0,
1248000,17 Edilou Drive,W10406363,1300.0,
1198000,4 Allen Avenue,W10406336,900.0,
1106600,41 Dearham Wood,E10406277,1521.20278555,
1199000,60 Manorglen Crescent,E10406244,1669.62404987,
1050000,139 Pandora Circle,E10406116,1327.58821069,
1049000,349 Kipling Avenue,W10406080,1101.23523398,
1899900,23 Quincy Crescent,C10406081,1659.2013654999998,
9995000,112 Hazelton Avenue,C10406002,4250.0,
1850000,51 Pine Ridge Drive,E10405934,1833.0275866000004,
2328000,260 Dewhurst Boulevard N,E10405895,3250.0,
1599000,14 Kecala Road,E10405869,2222.86160012,
1196000,165 Ellesmere Road,E10405755,1300.0,
5749000,32 Brookfield Road,C10405677,4250.0,
9488000,5 Whitehall Road,C10405674,5000.0,
3560000,222 Connaught Avenue,C10405667,2530.9836195699995,
1180000,99 Mercury Road,W10405632,1508.2968694499998,
4180000,5 Charlemagne Drive,C10405606,4250.0,
3880000,7 Merredin Place,C10405342,4250.0,
2199999,94 Wallace Avenue,W10405324,9547.014195250002,
1549000,2C Bexley Crescent,W10405113,1437.08721261,
2750000,186 Phyllis Avenue,E10405024,4250.0,
929990,29 Scotia Avenue,E10405019,1010.20493168,
1479000,215 Mill Road,W10404789,995.72748618,
4498000,15 York Valley Crescent,C10404674,2160.63441783,
2735000,313 Sheppard Avenue E,C10404658,1052.4295586,
1899000,6 Gatehead Road,C10404567,1647.4977770299995,
1468000,45 Pegasus Trail,E10402972,2250.0,
999000,42 Thirty Eighth Street,W10403097,979.57840701,
3220000,309 Ranee Avenue,W10402921,4250.0,
2199000,73 William Durie Way,C10402926,3250.0,
999900,50 Lilac Avenue,W10402777,1300.0,
1998000,32 Cedarcrest Drive,W10402720,1750.0,
1555000,40 Minglehaze Drive,W10402658,2750.0,
1129000,56 Blaisdale Road,E10402667,686.27504869,
1099999,42 Montana Avenue,W10402647,1750.0,
1598000,19 Dyson Boulevard,E10396191,2442.6862714800004,
1848000,120 Neilson Drive,W10377729,2043.70724852,
940000,22 Davis Downs Place,E10359225,1300.0,
2178000,247 Johnston Avenue,C10333151,2030.84761719,
1249999,50 Faversham Crescent,W10329703,1152.383134,
1525000,150 Hamilton Street,E10208924,1300.0,
1598000,13 Snowy Owl Way,E10316690,1801.80043631,
4680000,190 Hounslow Avenue,C10317850,3632.78503469,
4800000,98 Burbank Drive,C10281049,3600.88944621,
2998000,241B Evelyn Avenue,W10272397,3250.0,
3338000,22 Woodthrush Court,C10271388,2685.485411,
4588000,17 Waring Court,C10265813,4250.0,
3998000,62 Craigmore Crescent,C10260261,2935.52434966,
2088000,13 Riverlea Road,W10254629,2357.69021152,
3688000,12 Waring Court,C10250835,4250.0,
1878000,21 Disan Court,W10249055,2750.0,
2148000,118 Helendale Avenue,C10235269,1249.9578875,
975000,56 Carslake Crescent,E10231741,1341.9526352399998,
2888000,463 Spadina Road,C10118308,1750.0,
5299000,88 Willingdon Boulevard,W10220185,4250.0,
1888000,254 Hastings Avenue,E10219377,2788.0438502,
1433900,373 The Westway,W10037480,1344.11833192,
1239000,82 Bowie Avenue,W9929126,1377.36263707,
2200000,54 Batavia Avenue,W9926609,4250.0,
3795000,194 Sheldrake Boulevard,C9895648,1785.94198244,
3930000,213 St Leonards Avenue,C9891486,2016.56176911,
1049000,22 Dashwood Crescent,W9889091,1300.0,
1279000,37 Briar Dale Boulevard,E9856749,900.0,
979999,1267 Kingston Road,E9828885,847.5494859999999,
2499000,75 Ashbourne Drive,W9813543,2246.34842992,
8888000,97 Post Road,C9813610,3590.9091581300004,
1098000,50 Exmoor Drive,W9809322,1366.7246747,
1100000,19 Gladsmore Crescent,W9808094,1300.0,
2599000,45 Lanark Avenue,C9805447,2750.0,
2195000,195 Upper Canada Drive,C9804434,1877.10468071,
4995000,216 Hillhurst Boulevard,C9802753,3699.25211719,
2200000,503 Windermere Avenue,W9785010,13994.038750999998,
6285000,31 Twyford Road,W9781670,3596.8594420500003,
3680000,41 Glentworth Road,C9781715,5000.0,
1225000,54 Bimbrok Road,E9779652,1582.0242024999998,
3129000,14 Rollscourt Drive,C9778085,2250.0,
9990000,185 Dawlish Avenue,C9770523,3253.12505945,
1149000,20 Twelfth Street,W9770512,1359.911126,
998800,17 Westchester Road,W9770481,1490.6882054399998,
1699000,78 Castlefield Avenue,C9770476,1300.0,
1168000,65 Tideswell Boulevard,E9770440,1345.75444472,
1784999,49 Mallow Road W,C9770446,1750.0,
3999000,24 Wedgewood Drive,C9770357,3692.0284639,
1899000,11 Bertmount Avenue,E9770222,1469.487628,
3177700,26 York Road,C9770219,2250.0,
1229000,3 Solstice Drive,E9769981,904.03950959,
1350000,745 Craven Road,E9769978,838.92114376,
1999999,74 Langford Avenue,E9769956,1750.0,
4995000,1 De Vere Gardens,C9769895,5000.0,
1598000,1608 Weston Road,W9769847,1609.06850125,
1550000,220 Homewood Avenue,C9769597,1300.0,
1549000,1007 Ossington Avenue,W9769581,1603.713461,
2480000,237 Old Yonge Street,C9769555,2220.85843833,
2185000,123 Greenlaw Avenue,W9769546,2250.0,
5950000,62 Elm Avenue,C9769514,5000.0,
4550000,14 Tregellis Road,C9769430,4250.0,
1140000,11 Denton Avenue,E9769363,1231.8530077,
3089000,303 Wychwood Avenue,C9769274,1971.18439588,
3768000,105 Donlea Drive,C9769249,2008.00339222,
2288000,40 Bunty Lane,C9769163,1916.17225576,
2699000,40 Sixth Street,W9769142,2750.0,
2888000,125 Anthony Road,W9769128,3250.0,
998900,4 Adams Drive,E9769115,1300.0,
1039000,48 Hanson Road,C9769109,1148.2562547399998,
1850000,42 Clifton Avenue,C9769073,1994.86712866,
2488000,32 Florence Avenue,C9769046,1730.0342858399997,
1388000,49 Amsterdam Avenue,E9769038,1288.66810107,
1650000,8 Farrell Avenue,C9769005,1536.2173496600003,
10800000,44 The Bridle Path,C9769004,2846.51550778,
1799000,175 Prince Edward Drive S,W9768952,1329.8227963299996,
2200000,26 Bluffwood Drive,C9768956,2750.0,
2428000,19 Nevada Avenue,C9768943,2299.83424902,
5380000,19 Hedgewood Road,C9768843,1859.60903765,
1139000,24 Castille Avenue,E9768805,1428.3695300000002,
1049000,4047 Old Dundas Street,W9768769,1324.53126309,
1388000,43 Florida Crescent,W9768725,1300.0,
1888888,45 Enfield Avenue,W9768693,1750.0,
1379000,32 Del Ria Drive,W9768656,1514.5991329,
2088000,66 Lloydminster Crescent,C9768445,2250.0,
1288888,38 Cockburn Drive,E9768421,2250.0,
6195000,269 St Leonard's Avenue,C9768288,2971.3713658300003,
2499999,199 Riverside Drive,W9768076,2750.0,
1649000,71 Sixteenth Street,W9768155,2030.6635545,
1697000,46 Canmore Boulevard,E9768107,1927.9113651,
1299999,8 Furnival Road,E9752914,1713.82492883,
1220000,49 Farmhill Court,E9768053,1750.0,
2249000,294 Valermo Drive,W9767737,4250.0,
1188000,46 Byng Avenue,E9767478,1611.9360042100002,
1200000,1 Ridge Point Crescent,W9765724,1300.0,
1949000,88 Botfield Avenue,W9768374,2250.0,
5350000,23 Alderdale Court,C9752169,2778.92036856,
2099000,66 Holborne Avenue,E9752088,2076.84391467,
2148000,144 Manor Road E,C9750368,1167.78950407,
7785000,34 Greengate Road,C9747657,3801.96125099,
3950000,26 St Leonards Avenue,C9744117,2250.0,
2699000,102 Stayner Avenue,W9747626,3594.1867656800005,
990000,126 Porchester Drive W,E9740252,1367.69773126,
2449000,307 Delta Street,W9767853,2406.13099069,
1488000,42 Summerside Crescent,C9729733,1618.8636502500003,
1888888,35 Munford Crescent,E9767510,1456.4310173,
1639900,149 Euclid Avenue,C9757447,1333.59769606,
1279000,50 South Kingsway,W9767432,1322.27730243,
1139999,194 Sylvan Avenue,E9752015,1750.0,
2239000,1566 Mount Pleasant Road,C9724403,1534.93214,
1398000,39 Bentworth Avenue,W9708299,5031.412832600001,
1499000,33 Agincourt Drive,E9638861,1287.14931478,
1595000,198 Lauder Avenue,C9520660,1457.5009489599995,
1299901,59 Hollyhedge Drive,E9548492,1300.0,
2650000,10 Mellowood Drive,C9524464,2161.9938984,
4425000,101 Russell Hill Road,C9524459,2750.0,
1149000,27 Grackle Trail,E9524440,1750.0,
1749000,43 Haileybury Drive,E9514750,2463.23778575,
3795000,4 Old Park Road,C9514734,4250.0,
3498000,10 Rockingham Drive,W9514720,3225.833191,
2399000,134 Manse Road,E9514721,4250.0,
1449000,78 Winona Drive,C9514653,1785.6782668899998,
1249999,29 Portico Drive,E9514651,1750.0,
1549999,21 Pitkin Court,W9514520,2056.76816478,
2895000,14 Lawnhurst Boulevard,C9514462,1731.1580369999997,
1289000,159 Church Street,W9514369,1717.3048977,
1199900,53 Codsell Avenue,C9514318,130.80291279999997,
749999,19 Dee Avenue,W9514267,930.8082525,
3980000,218 Owen Boulevard,C9514280,3134.4616730700004,
9950000,64 Glengowan Road,C9514270,3234.9297628900003,
5600000,2639 Lake Shore Boulevard W,W9514239,3723.892837070001,
6995000,198 Strathallan Boulevard,C9514221,3202.367889,
2999000,234 Seaton Street,C9514184,2084.78229092,
1999999,6 Hillavon Drive,W9514041,2250.0,
1149900,86 Marble Arch Crescent,E9514025,900.0,
1729900,38 Larchmere Avenue,W9514001,4250.0,
3188000,118 Martin Grove Road,W9513932,3250.0,
2798000,81 Sir Williams Lane,W9513848,2750.0,
1549000,1425 Woodbine Avenue,E9513850,1978.90318857,
2998000,86 Prue Avenue,C11191066,2627.8942404400004,
1520000,5 Haven Hill Square,E9513787,1283.98149901,
1799900,25 Waltham Drive,W9513737,2250.0,
1499000,23 Vinci Crescent,C9513720,2268.07536207,
3788000,1 Abbotsford Road,C9513663,2995.5739949799995,
1399888,213 Glenwood Crescent,E9513653,2682.92467919,
2899000,32 Apollo Drive,C9513616,2814.79321809,
2479998,2 Manor Haven Road,C9513493,1744.2426338400005,
3450000,290 Bathurst Street,C9513478,3250.0,
1425000,91 Colonial Avenue,E9513465,1443.28506623,
1305000,7 Calderon Crescent,C9513408,1168.50207425,
2849000,635 St Germain Avenue,C9513372,1527.15091669,
1249000,40 Greenock Avenue,E9513306,1300.0,
1680000,36 Pebblehill Square,E9513286,1615.8981958000002,
1950000,36 Gothic Avenue,W9513278,1750.0,
1395000,8 Northampton Drive,W9513262,2111.24426268,
1199888,111 Frankdale Avenue E,E9513235,1300.0,
1569000,9 Mooreshead Drive,W9512935,2750.0,
1148000,26 Vanderbrent Crescent,W9512576,1146.08732889,
1799800,403 Longmore Street,C9512501,1580.2449298300005,
1179000,11 Valia Road,E9512478,1300.0,
1868000,16 Wyvern Road,C9512386,2760.5851413000005,
1599900,367 Cummer Avenue,C9512360,1790.2432368799998,
989000,19 Stellarton Road,E9512319,736.1097529099999,
1049900,45 Mayall Avenue,W9512181,1300.0,
1998000,39 Addison Crescent,C9511599,1506.3464507699998,
3320000,115 Glenview Avenue,C9512007,2116.87808794,
4198000,225 Northwood Drive,C9511686,4250.0,
1500000,163 Newton Drive,C11177890,900.0,
1750000,257 Patricia Avenue,C9511492,1239.59871014,
1099900,49 Halfmoon Square,E9511448,1039.05648924,
3360000,6 Terrace Avenue,C9511321,4250.0,
3488000,302 Johnston Avenue,C9510587,3250.0,
6995000,32 Truman Road,C9511697,3513.8536272,
1399000,434 Pharmacy Avenue,E9511683,1117.65018148,
4500000,27 Prennan Avenue,W9510492,4250.0,
1929000,149 Ferris Road,E9511626,1939.9023497,
1049000,150 Lord Roberts Drive,E9510425,1300.0,
5498000,227 Lytton Boulevard,C9511490,2608.29102576,
5995000,32 Ava Road,C9510115,2977.8275530500005,
1259000,9 Lescon Road,C9510325,1032.7865174899998,
1450000,77 Rowntree Mill Road,W9509946,2489.27135429,
2850000,222 Florence Avenue,C9511357,3250.0,
6888888,37 Rippleton Road,C9511296,3135.21622246,
1788800,2 Rochdale Avenue,W9511061,2424.6868779,
2950000,37 Geraldton Crescent,C9510989,4250.0,
1799800,42 Swordbill Drive,W9510603,1827.97824111,
3788000,91 Donwoods Drive,C9509527,807.3011111200001,
2698800,8 Martin Grove Road,W9509509,2750.0,
3295000,42 Old Bridle Path,C9509282,2750.0,
1749000,108 Maclean Avenue,E9509484,917.945392,
1349000,62 Haliburton Avenue,W9509223,1514.07600736,
1699000,689 Dovercourt Road,C9510432,2750.0,
2645000,67 Lesmount Avenue,E9510085,2250.0,
1099000,2421 Gerrard Street E,E9509702,1008.8680552999998,
2299000,106 Ballacaine Drive,W9509518,2539.36116294,
4588000,38 Ravensbourne Crescent,W9509131,5000.0,
1699900,9 Lyndale Drive,C9509477,997.99005796,
1100000,103 Lexington Avenue,W9508885,1300.0,
1799000,5 Norris Place,W9508843,22934.024958530004,
959000,49 Westhumber Boulevard,W9508779,1318.1579579,
999999,126 Slan Avenue,E9508737,2250.0,
1988000,30 Samya Court,E9508714,1997.87779149,
5288000,15 Fairmeadow Avenue,C9508549,4250.0,
1305888,59 Lavington Drive,W9508494,1789.38104849,
1199999,158 Phyllis Avenue,E9508448,1300.0,
1299000,14 Cloud Drive,W9508378,1750.0,
1098000,15 Corbett Avenue,W9508375,1621.9216742399997,
2328000,37 Radlett Avenue,W9508308,1377.6177414999995,
1325000,2 Romfield Drive,W9508281,1666.52512306,
1890000,4 Southwell Drive,C9508265,1300.0,
3268000,52 Carmichael Avenue,C9508164,1914.02270493,
4295000,93 Hanna Road,C9508143,2750.0,
1299900,27 Stock Avenue,W9508108,900.0,
1548800,1925 Dufferin Street,C9507959,1750.0,
3558000,75 Lorraine Drive,C9507731,4250.0,
1149000,14 Hawkins Drive,W9507532,1068.86388112,
1350000,20 Payzac Avenue,E9507546,1750.0,
1,212 St Clair Avenue W,C9507450,4250.0,
3099998,429 Hounslow Avenue,C9507451,3307.9682063400005,
1149900,82 Cedarcrest Boulevard,E9507315,1559.75154062,
3499988,145 Norton Avenue,C9507298,4250.0,
1279000,112 Fifth Street,W9507175,615.2322323000001,
999999,171 Coronation Drive,E9507033,1237.52235383,
2388888,35 Yorkdale Crescent,W9507011,2673.16828023,
1550000,26 Sinton Court,W9506991,1237.89370838,
999000,717 Coxwell Avenue,E9506786,1300.0,
1674900,914 Royal York Road,W9506701,1300.0,
3855000,64 Centre Avenue,C9506695,4250.0,
1148000,330 Rathburn Road,W9506612,1300.0,
1650000,156 Avondale Avenue,C9506589,1300.0,
1270000,18 Allanford Road,E9506513,1750.0,
1199000,27 Bendale Boulevard,E9506434,1604.251656,
1860000,66 Dempster Street,E9506343,4250.0,
3995000,284 Ellis Avenue,W9506334,4250.0,
2397000,165 High Park Avenue,W9506331,1546.341874,
4590000,72 Aldershot Crescent,C9506286,4250.0,
1099000,326 Jaybell Grove,E9506282,1517.19646197,
1899000,157 O'connor Drive,E9506197,1764.9739052399998,
4190000,16 Donlea Drive,C9506173,2559.7146214499994,
1145000,14 Granard Boulevard,E9506163,1750.0,
1799000,106 Gloucester Grove,C9506095,1652.79469222,
1210000,51 Ridge Road,W9506081,1812.3791972300005,
1779000,202 Goddard Street,C9505962,1772.60335756,
1749900,17 Wyvern Road,C9505861,1735.4571386600005,
1458000,93 Sandyhook Square,E9505836,1813.20694114,
1899900,335 Woodbine Avenue,E9505805,1682.09725719,
3588000,111 Codsell Avenue,C9505803,2544.12957064,
699000,46 Pritchard Avenue,W9505761,509.9720542,
1024888,48 Enchanted Hills Crescent,E9505650,1298.88088939,
859900,10 - 20 Scarfair Pathway,E9505635,1131.92634205,
29990000,20/22 Park Lane Circle,C9505559,3629.38041312,
2199000,403 Melrose Avenue,C9505532,1736.7660288999998,
3450000,4 Bowman Street,C9505442,4250.0,
9200000,67 Lake Promenade,W9505426,3515.47359415,
3429000,200 Clanton Park Road,C9505433,4250.0,
3099000,47 Ambleside Avenue,W9504028,3250.0,
999999,79 Rangoon Road,W9497272,1750.0,
1079000,46 Storer Drive,W9490334,1099.4796418899998,
3390000,105 Government Road,W9487293,3250.0,
1299000,85 Letchworth Crescent,W9481085,1498.46727597,
1369900,38 Belvidere Avenue,C9477692,1235.6849561,
3749000,21 Nomad Crescent,C9474118,3113.78745034,
1895000,557 Prince Edward Drive N,W9470398,2250.0,
899000,143 Magnolia Avenue,E9461922,982.3554932099996,
7390000,163 Cortleigh Boulevard,C9461904,4250.0,
1638800,16 Cresthaven Drive,C9461793,1750.0,
4850000,26 Citation Drive,C9461773,5000.0,
999888,32 Dixon Road,W9445056,1183.6813260299998,
999900,44 Twentieth Street,W9420260,1112.81180843,
4750000,12 Bearwood Drive,W9419924,4250.0,
979999,147 Andona Crescent,E9419582,1726.8740048000002,
5598000,63 Bannatyne Drive,C9419575,4250.0,
999999,14 Kirby Road,W9419444,1326.1738342299998,
1650000,212 Broadway Avenue,C9419388,1052.78153813,
7495000,19 Alderbrook Drive,C9419318,3259.8578789,
1298000,46 A Courton Drive,E9419229,2250.0,
3999000,15 Strathallan Boulevard,C9419173,1768.69067991,
15000000,89 Old Colony Road,C9419104,6553.70923039,
6189000,82 York Road,C9419021,5000.0,
4990000,11 Burrows Avenue,W9418997,4250.0,
3300000,25 Yorkview Drive,W9418981,2348.31916018,
1618000,68 Dewlane Drive,C9418891,16197.0323445,
2500000,175 Bathgate Drive,E9418851,3303.20625698,
2988000,133 Alfred Avenue,C9418795,2450.62464773,
1398000,39 Muircrest Drive,C9418677,1300.0,
1300000,54 Wright Avenue,W9418665,2049.877116,
1599000,156 Harewood Avenue,E9418628,3250.0,
1099000,524 Glen Park Avenue,W9418239,824.1972049499999,
1098000,15 Singleton Road,E9418114,1089.4466106999998,
2999888,105 Ashbourne Drive,W9418092,3250.0,
3780000,183 Byng Avenue,C9417952,4250.0,
5000000,38 South Kingslea Drive,W9417656,2727.0028496899995,
1948200,104 Monarch Park Avenue,E9417482,1750.0,
2700000,98 Dawlish Avenue,C9417367,1639.73054679,
1750000,93 Gair Drive,W9417198,1545.59270656,
5350000,70 Oriole Road,C9417175,4250.0,
1149900,6 Edmund Avenue,W9417139,2250.0,
1174000,51 Foxwell Street,W9417137,2250.0,
5099900,29 Rosedale Heights Drive,C9417138,4250.0,
1998000,502 Mortimer Avenue,E9416601,913.3276789,
1629000,889 Royal York Road,W9416530,1334.4114468999996,
2990000,31 Cheval Drive,C9416506,4250.0,
2149000,16 Woodvalley Drive,W9416516,2750.0,
1429000,76 Wiley Avenue,E9416456,1238.79034125,
1598000,8 Fairholme Avenue,C9416371,2250.0,
2098000,33 Athabaska Avenue,C9416276,207.635631,
2299999,16 Walsh Avenue,W9416001,3250.0,
1649900,26 Dynevor Road,W9415879,2250.0,
3848000,100 Glenvale Boulevard,C9415855,2062.96924757,
3395000,126 Thompson Avenue,W9415833,2121.70784987,
1725000,21 St Quentin Avenue,E9415803,2952.48179772,
2298000,45 Meadowvale Drive,W9415723,1750.0,
2598000,46 Hewitt Avenue,W9415439,1428.49439124,
1799000,9 Foxley Street,C9415421,1370.95919296,
3200000,52 Valecrest Drive,W9410108,1749.16927087,
4800000,16 Sagewood Drive,C9410077,5000.0,
1249000,17 Glenfield Crescent,E9400427,1170.81954192,
1238000,33 Wishing Well Drive,E9400248,1133.94887886,
1809000,144 Clinton Street,C9400191,2250.0,
2454000,158 Symington Avenue,W9400158,2905.05605432,
949900,15 Chiswick Avenue,W9400108,1258.2783822,
1449800,82 Lynvalley Crescent,E9400087,1635.34641032,
2159800,22 Coreydale Court,C9399987,2250.0,
1399000,312 Dalesford Road,W11083581,1746.92499772,
1499888,56 Nymark Avenue,C9399610,1302.01533707,
950000,1 Hoshlega Drive,E9399554,1750.0,
3600000,30 Broadleaf Road,C9399531,3250.0,
2595000,8 Dartnell Avenue,C9399386,3250.0,
1699900,47 Commons Drive,E9399265,2728.030802139999,
2749000,30 Kellythorne Drive,C9399195,1333.539571,
1450000,75 Harvie Avenue,W9399125,2190.12212188,
1378000,12 Pickthall Terrace,E9399042,2750.0,
2399000,30/32 Wells Street,C9398946,1782.03576313,
1039000,92 Eastville Avenue,E9398918,900.0,
11500000,31 Russell Hill Road,C9398826,3828.32419487,
999000,50 Franca Crescent,W9398773,1300.0,
1979900,2239 Gerrard Street E,E9398748,2211.3140882,
5199000,18 Plumbstead Court,W9398716,2750.0,
1999000,72 Gwendolen Crescent,C9398469,1077.7936125600002,
1499000,66 Burndale Avenue,C9398348,1122.18931811,
1324999,39 Birrell Avenue,E9398306,2031.55588181,
4059000,102 Robert Street,C9398259,3250.0,
899900,95 Rogers Road,C9398080,900.0,
1049000,40 Claremore Avenue,E9398001,1407.4875639999998,
915000,14 Milkwood Avenue,W9397954,983.74941826,
1749000,54 Robin Hood Road,W9397792,1412.5476733899998,
8350000,25 Misty Crescent,C9397781,4246.98070342,
1299000,194 Gamma Street,W9397735,2250.0,
3375000,5 Braemar Avenue,C9397687,3250.0,
3199000,277 Crawford Street,C9397588,2037.2187696,
3399000,6C Wychwood Park,C9397455,1711.7184336000005,
1399000,36 Farley Crescent,W9397439,1771.3945715899995,
1438888,36 Brahms Avenue,C9397360,1268.6278720500002,
2350000,6244 Kingston Road,E9397353,1096.78220855,
1649000,127 Greenlaw Avenue,W9397241,1352.29997231,
2349999,478 Melrose Avenue,C9397212,2750.0,
3749000,134 Yorkminster Road,C9397158,3182.7076256499995,
2099000,6 Morewood Crescent,C9396993,1770.25682736,
2388000,47 Eighth Street,W9396880,1439.2518329000002,
2188000,1 Battersea Crescent,W9396862,3250.0,
4480000,150 Holcolm Road,C9396857,3356.48433281,
1795000,67 Snowcrest Avenue,C9396662,1734.5432835499998,
2599000,12 Reid Manor,W9396489,2250.0,
2495000,395 Markland Drive,W9396344,5000.0,
925000,111 Jones Avenue,E9396337,900.0,
3598000,2 Sorrel Court,C9396333,4250.0,
1329000,40 Dukinfield Crescent,C9396256,1300.0,
1120000,1 Fairbourne Crescent,E9396232,1004.21051577,
1499900,663 Oxford Street,W9396203,2250.0,
3688999,53 Ambrose Road,C9396072,5000.0,
4388000,422 Hounslow Avenue,C9396047,4250.0,
3499000,36 Astley Avenue,C9396014,1990.46469356,
4580000,139 Beechwood Avenue,C9395967,3117.351377629999,
1299000,1A Khedive Avenue,C9395806,1300.0,
2298000,186 Burbank Drive,C9395764,1752.11104474,
8800000,8 Binscarth Road,C9395482,5000.0,
1875000,33 Bonnyview Drive,W9395458,2750.0,
2400000,7 Louise Avenue,C9395421,3250.0,
1799000,2567 Lake Shore Boulevard W,W9395453,2750.0,
5995000,23 Dewbourne Avenue,C9395433,5000.0,
2899000,143 Kingsdale Avenue,C9395112,3250.0,
1850000,150 Sheldon Avenue,W9394940,2250.0,
1395000,90 Avondale Avenue,C9394749,1381.8210444499998,
999999,34 Alpaca Drive,E9394626,1394.79369673,
1399000,22 De Marco Boulevard,W9394586,1300.0,
1469000,35 Joseph Street,W9394302,2250.0,
7080000,192 The Bridle Path,C9394304,5000.0,
2795000,8 Edgevalley Drive,W9393994,1789.31215953,
1959900,599 Conacher Drive,C9393874,1530.6588717,
1999988,15 Nevada Avenue,C9393824,3056.60961354,
1895000,61 Presley Avenue,E9393377,2250.0,
1685000,4 Treeview Drive,W9393301,1898.77886975,
1899990,6 Medonte Avenue,E9393261,2750.0,
3738000,35 Botfield Avenue,W9393184,4274.248891290001,
2599999,227 Renforth Drive,W9393168,4250.0,
3288000,68 Lynnhaven Road,C9393136,2371.2516491300003,
3588000,8 Medalist Road,C9393071,2073.50064733,
2189890,119B Hillside Avenue,W9392997,2006.79891181,
6150000,132 Blythwood Road,C9392986,4250.0,
2695000,120 Laurentide Drive,C9392808,1698.61338535,
2319000,283 Kenilworth Avenue,E9392770,1377.7027763099998,
1269000,122 Milton Street,W9392628,1031.46363418,
1260000,60 Samba Drive,W9392655,1339.8256886,
8950000,60 Alexandra Wood,C9392536,3598.25551988,
2079000,116 Walpole Avenue,E9392173,1215.5779908999998,
2199900,10 Larchmere Avenue,W9392073,4250.0,
2874990,423 Guildwood Parkway,E9392052,2414.8077704800003,
2898800,145 Kingsdale Avenue,C9392050,3250.0,
2680000,211 Dunview Avenue,C9391977,4250.0,
949999,4 Shepmore Terrace,E9391940,1006.4677056,
3499000,19 Fennings Street,C9391917,2250.0,
5348000,14 Cosmic Drive,C9391802,3623.551761269999,
2288000,2977 Bayview Avenue,C9391727,1745.95732311,
2399800,5 Holborne Avenue,E9391645,1590.8183088000003,
2380000,1 Madeline Road,C9391599,3250.0,
6999000,18 Munro Park Avenue,E9391377,2863.72160193,
10489000,250 Warren Road,C9391280,5000.0,
1389000,3 Haig Avenue,E9391155,1049.30372204,
1798000,450 A Valermo Drive,W9391085,2750.0,
1588800,47 Anndale Drive,C9390924,1558.10466392,
1135000,22 Denver Place,E9390837,897.6080793399999,
1380000,1173 Broadview Avenue,E9390833,1750.0,
918000,73 Andona Crescent,E9390747,1583.63448194,
1898000,16 Ennismore Place,C9390682,2641.2996014999994,
899900,50 William Street,W9390654,900.0,
1499900,25 Crosland Drive,E9390644,2017.54774235,
1198000,111 North Bonnington Avenue,E9390567,1302.34148324,
2900000,102 Edenbridge Drive,W9390519,2111.74370764,
1788000,377 Glenholme Avenue,C9390486,1366.3156464999995,
2680000,236 York Mills Road,C9390403,2250.0,
3395000,44 Standish Avenue,C9390054,1868.52908158,
2195000,16 Windsor Road,W9389867,1669.08154931,
2500000,59 Sandringham Drive,C9389712,2250.0,
1488000,209 Cedric Avenue,C9389654,1750.0,
