price,address,mls,Calculated_sqft,Square Footage
6818000,7 Waxwing Place,C9389596,3365.9404189599995,
1650000,109B Heale Avenue,E9389503,2250.0,
1098000,34 Woodgate Drive,W9389176,900.0,
1399000,31 Lambeth Square,E9389043,2250.0,
5200000,11 Shorncliffe Avenue,C9388954,2420.55784586,
5500000,6 Stubbs Drive,C9388944,3248.34804063,
6995000,29 Junewood Crescent,C9388790,3266.89639311,
3998000,156 Burbank Drive,C9388609,4250.0,
1699000,1 St. Marks Road,W9388358,3250.0,
4388000,42 Grangemill Crescent,C9388226,4250.0,
1750000,17 Robson Place,C9388159,1935.43963676,
5995000,38 Woodthrush Court,C9387948,3990.15404942,
1965000,16 Glenelia Avenue,C9387691,1139.40832894,
6880000,21 Elm Avenue,C9387473,5000.0,
1249900,216 Gary Drive,W9387423,1750.0,
3980000,49 Pheasant Road,C9387340,4250.0,
1149000,17 Brookridge Drive,E9387332,1717.1542030999997,
8490000,18 Timberglade Court,C9387270,3320.6642263900003,
999000,210 Gowan Avenue,E9387251,1110.09930563,
4388000,216 Glencairn Avenue,C9387136,2750.0,
1798000,22 Cliffcrest Drive,E9386822,1317.4798322,
1738000,45 Glenborough Park Crescent,C9386805,1304.6492634,
1488000,1085 Royal York Road,W9386737,1453.2169167599998,
1848000,118 Clifton Avenue,C9386639,1847.10999697,
3980000,155 Grenadier Road,W9386609,1952.48319602,
1758000,71-73 Grace Street,E9386606,658.63012432,
999996,131 Plumrose Pathway,E9386418,1155.02567145,
2799000,18 Coxwell Boulevard,E9386375,2317.68187161,
1400000,53 Mcallister Road,C9386339,1319.2128200999998,
3689000,5 Norden Crescent,C9386263,2409.84776536,
2760000,194 Erskine Avenue,C9386208,3250.0,
6295000,1 Silvergrove Road,C9385993,5710.141310999999,
1225000,61 Shoredale Drive,E9385690,1750.0,
1175000,16 Paloma Place,E9385634,1766.86727525,
1450000,3 Frankwood Road,W9385618,1859.05146763,
1599000,51 Gladys Road,E9385555,1300.0,
1499000,32 Cartwright Avenue,W9385338,1602.7027307899998,
7288000,238 St Leonards Avenue,C9385334,3399.71968994,
1899000,272B Boon Avenue,W9385318,2750.0,
2285000,49 Greendowns Drive,E9385131,211.34271816,
3149000,35 Thelma Avenue,C9385016,2750.0,
2289000,128 Floyd Avenue,E9384998,1193.13956496,
1499000,141 Gracefield Avenue,W9384968,1750.0,
1800000,741 Richmond Street W,C9384972,2250.0,
2298800,18 Esposito Court,W9384910,2750.0,
5480000,38 Greengate Road,C9384865,5000.0,
939900,105 Empringham Drive,E9384685,1339.7309662799998,
2599900,28 Joel Swirsky Boulevard,C9384583,4250.0,
3895000,308 Wright Avenue,W9384558,2750.0,
1200000,34 Fireside Drive,E9384559,2260.8323337599995,
2149000,176 Aldercrest Road,W9383944,3250.0,
5249888,61 Arjay Crescent,C9383843,5000.0,
849000,393 Old Weston Road,W9383738,900.0,
899600,4075A Lawrence Avenue E,E9383446,1108.8571515699998,
4195000,26 Mcmaster Avenue,C9383422,2203.02373242,
1199000,109 Thicketwood Drive,E9382729,1750.0,
1500000,3 Sunset Avenue,W9382383,900.0,
999900,19 Shirley Crescent,E9382359,816.3115718099999,
2488000,57 Hounslow Avenue,C9382289,2720.69735707,
1649000,24 Cartwright Avenue,W9382319,1268.310337,
2299900,39 Gradwell Drive,E9382281,3250.0,
5950000,128 Rochester Avenue,C9382213,4250.0,
1499000,34 Shippigan Crescent,C9382114,1554.3857364699998,
3499900,30 Bennington Heights Drive,C9381550,2426.21642809,
2399999,95 Hill Crescent,E9381367,2772.30487562,
1445000,104 Kingslake Road N,C9381224,1750.0,
3799000,42 Heathview Avenue,C9381187,2063.04782404,
7695000,217 Richview Avenue,C9380996,3697.62461551,
1600000,721 Midland Avenue E,E9380640,2124.0479217300003,
1949999,18 Burnt Log Crescent,W9380533,3250.0,
3350000,168 Cummer Avenue,C9380340,4250.0,
1150000,51 Ivorwood Crescent,E9380091,1803.12762518,
1499000,2103 Avenue Road,C9380037,1125.19244621,
11498900,52 Fifeshire Road,C9379948,5000.0,
998888,18 Shoreview Drive,E9379812,1688.68153482,
4999000,5 Browside Avenue,C9379695,2308.05786862,
2695000,7 Charleston Road,W9379599,1855.23889425,
2395000,39 Standish Avenue,C9379268,1550.51611442,
2490000,478 Kenneth Avenue,C9379137,2268.72334885,
1449900,52 Acton Avenue,C9378643,1363.88623427,
2779000,38 Smithfield Drive,W9378635,1810.25547976,
2825000,84 Bexhill Avenue,E9378632,4250.0,
5750000,171 Beechwood Avenue,C9378582,5000.0,
4480000,31 Saintfield Avenue,C9378519,1692.93327532,
1750000,16 Deepwood Crescent,C9378509,2750.0,
2985000,162 Glenvale Boulevard,C9378420,1640.54214485,
2249900,7 Windy Ridge Drive,E9378370,1765.0331066899996,
999000,1055 Woodbine Avenue,E9378334,1468.2196405799998,
3599900,111 Blythwood Road,C9378189,2278.59276876,
2288000,129 Mckee Avenue,C9378141,1300.0,
2199000,50 Bruce Farm Drive,C9378126,2303.2593219999994,
1588000,1745 Lawrence Avenue W,W9378074,2750.0,
5990000,38 Mason Boulevard,C9378040,3150.814189949999,
4498000,40 Admiral Road,C9378019,4250.0,
1299900,461 Donlands Avenue,E9377878,1281.4961145,
3288000,255 Burbank Drive,C9377822,2634.37518463,
6995000,199 Balmoral Avenue,C9377798,4250.0,
2599000,2 Stinson Circle,E9377777,2478.39120417,
1449000,72 Fishleigh Drive,E9377658,1124.16449376,
1520000,226 Pleasant Avenue,C9377599,1167.51071906,
989000,40 Stanland Drive,E9377589,1750.0,
1888700,12 Chatfield Drive,C9376947,997.57026586,
1199000,90 Goldsboro Road,W9376918,1120.15171184,
4449000,38 Smithwood Drive,W9376892,4250.0,
1849000,84 Brookside Avenue,W9376795,1750.0,
5979000,419 Glengrove Avenue,C9376638,2813.575821,
1895000,21 Bathford Crescent,C9376617,1300.0,
3600000,56 Ravenscrest Drive,W9376397,5000.0,
3880000,338 Byng Avenue,C9376196,4250.0,
1,799 Midland Avenue,E9376115,13810.841478559998,
3500000,100 Old Mill Road,W9376018,4250.0,
1850000,27 Chisholm Avenue,E9375936,1654.519069,
4880000,57 Rollscourt Drive,C9375693,4250.0,
8995000,28 Brian Cliff Drive,C9375652,4214.06685,
2549000,47 Laurel Avenue,W9375605,4250.0,
2880000,44 Tanbark Crescent,C9375521,2750.0,
3729000,19 Clarendon Avenue,C9375457,2750.0,
875000,490 Caledonia Road,W9375431,900.0,
959900,56 Rockcliffe Boulevard,W9375331,1139.54503047,
1698500,139 Drayton Avenue,E9375334,2338.6273446200003,
1625000,117 Clendenan Avenue,W9375272,1392.94876427,
1975000,41 Don River Boulevard,C9375258,1206.956107,
999000,37 Hatfield Crescent,W9375155,355.28189452,
2699000,21 Yewfield Crescent,C9375127,3218.82696849,
2995000,854 Royal York Road,W9375037,1750.0,
1399000,105 Rustic Road,W9374966,1300.0,
8180000,16 Brian Cliff Drive,C9374694,3356.30672846,
2250000,25 Boustead Avenue,W9374674,1505.6704778499998,
2368000,25 Greenyards Drive,C9374619,1901.6474491,
1549000,376 Northcliffe Boulevard,C9374417,1300.0,
29800000,45 Park Lane Circle,C9374312,5203.28755863,
2099000,105 Tenth Street,W9374048,1347.4745159399995,
34500000,17 Ardwold Gate,C9373997,4040.38163599,
1219000,225 Pickering Street,E9373918,1750.0,
1249000,19 Treverton Drive,E9373866,1529.9807459999995,
895000,21 Avening Drive,W9373717,1082.9452150999998,
2899000,782 Crawford Street,W9373710,1750.0,
3898888,476 Broadway Avenue S,C9373671,4250.0,
4599000,168 Glenvale Boulevard,C9373408,2444.9553016,
1598000,165 Hillsdale Avenue E,C9373397,898.3658578999998,
1588000,29 Corning Road,C9373325,1681.74850683,
1209999,56 Somerdale Square,E9373311,2250.0,
2399000,62 Earlsdale Avenue,C9373310,2091.29122125,
1888000,21 Christine Crescent,C9373275,2593.92444843,
1269000,243 Sylvan Avenue,E9373260,1417.41833814,
1199000,459 Whitmore Avenue,W9372856,1175.53413012,
3680000,28 Harrison Road,C9372837,2250.0,
1124999,17 Avonlea Boulevard N,E9372742,1128.10946311,
1219000,87 Moorehouse Drive,E9372178,6047.805930390001,
1599900,315 Chaplin Crescent,C9372136,1590.13910671,
1980000,98 Rathburn Road,W9372115,2104.45654734,
3288000,184 Mcrae Drive,C9372105,1997.8702567599996,
1800000,27 Westgate Boulevard,C9371905,10086.44273819,
5559000,6 Hillholm Road,C9371845,2753.8340232200003,
929000,19 Kinnie Court,W9371827,1089.73077766,
7880000,63 Rollscourt Drive,C9371679,5000.0,
10800000,11 Ridgewood Road,C9371596,3926.41776835,
1099000,25 Norwood Terrace,E9371071,1127.16977464,
3350000,38 Lascelles Boulevard,C9370734,2336.5994258599994,
1699000,85B Westbourne Avenue,E9370676,2250.0,
1599000,73 Eleventh Street,W9370647,1750.0,
1299000,7 Garrick Road,E9370562,1618.33298998,
3049900,52 Fernwood Park Avenue,E9370498,2750.0,
3290000,8 Elliotwood Court,C9370385,4250.0,
1495000,12 Kenewen Court,C9370357,1300.0,
3675000,69 Chelmsford Avenue,C9370355,892.4919976699999,
2080000,33 Urbandale Avenue,C9370327,2009.0173516,
3280000,34 Moccasin Trail,C9370264,3250.0,
6495000,37 St. Andrews Gardens,C9370236,2217.1578095099994,
998000,20 Kennebec Crescent S,W9370223,349.79876385999995,
1099000,596 Glenholme Avenue,C9370103,1209.15732455,
949000,215 Andona Crescent,E9370080,1300.0,
1699000,30 Tobruk Crescent,C9370009,1532.37894292,
1049000,74 Amherst Avenue,C9369988,656.28036495,
1100000,71 Oakley Boulevard,E9369773,862.4790153,
1698888,191 Maxome Avenue,C9369707,1998.37831284,
1449000,528 Strathmore Boulevard,E9369221,1197.70668773,
3338000,275 Reiner Road,C9369222,3524.4270061700004,
1328000,54 Carslake Crescent,E9369041,1300.0,
1298000,5 Liscombe Road,W9368649,1300.0,
979000,52 Bicknell Avenue,W9368525,2250.0,
4588000,3 Silverwood Avenue,C9368497,2750.0,
2499000,20 Ladyshot Crescent,W9368468,2250.0,
1700000,1301 Woodbine Avenue,E9368175,2750.0,
1950000,78 Thirty Ninth Street,W9368090,1473.3163472299998,
2359900,18 Glenheather Terrace,E9367643,2489.55229208,
1259000,149 Wheeler Avenue,E9367626,1300.0,
10788000,139 Hudson Drive,C9367546,4250.0,
1349999,341 Pleasant Avenue,C9366689,1975.65464355,
2200000,1377 King Street W,W9366718,154337.52570488,
1599000,33 Graylee Avenue,E9366722,1613.2911792199998,
1199000,103 Bernice Crescent,W9366365,1300.0,
19995000,11 Beaumont Road,C9366330,5000.0,
1599000,418 Margueretta Street,W9366295,3250.0,
2950000,19 Mervyn Avenue,W9365976,4250.0,
12495000,148 Forest Hill Road,C9365965,2929.3986141699997,
14850000,5 Dewbourne Avenue,C9365932,5000.0,
2199000,11 Northbrook Road,E9365770,1979.43923079,
2379000,258 Windermere Avenue,W9365732,2380.49783923,
1125000,59 Angora Street,E9365420,1093.26241325,
4388000,1 Tally Lane,C9365382,2875.86220474,
8249000,420 Russell Hill Road,C9365082,3017.982282,
2099000,227 Falstaff Avenue,W9365040,1390.6205326999998,
2199000,229 Falstaff Avenue,W9365036,1774.4827345,
2788000,133 Bannatyne Drive,C9364953,2224.41052533,
4785000,37 Farnham Avenue,C9364757,2750.0,
1999000,75 Leggett Avenue,W9364735,2394.87625685,
1489000,127 Duvernet Avenue,E9364495,1034.67127638,
1788000,81 Maxome Avenue,C9364252,2141.585544,
1398000,2 Rollet Drive,W9364186,11776.029517,
7995000,80 Old Forest Hill Road,C9364080,3337.3794867000006,
1299000,22 Donora Drive,E9364023,974.77555483,
999900,219 Touchstone Drive,W9363950,1750.0,
1899000,290 Gamma Street,W9363817,2750.0,
2979000,100 Blantyre Avenue,E9363735,1895.0330325499997,
2835000,78 Cameron Avenue,C9363739,2750.0,
10900000,215 Strathallan Wood,C9363726,3632.3318745,
3499000,43 Edenbridge Drive,W9363669,4250.0,
1998800,18 Olsen Drive,C9363551,1850.79770911,
4498000,5 Hill Crescent,E9363525,2750.0,
1105000,4456 Lawrence Avenue E,E9363386,1014.2274011099998,
4480000,539 Crawford Street,C9363353,4250.0,
3495000,399 Lake Promenade,W9363066,1206.75805124,
6499000,168 Sandringham Drive,C9362991,4250.0,
1750000,9 Swiss Court,C9362955,2750.0,
3799000,73 Larkfield Drive,C9362898,3167.67153374,
9495000,7 Ashley Park Road,W9362857,5000.0,
8680000,36 Old Yonge Street,C9362815,5000.0,
2380000,26 Flaremore Crescent,C9362645,1644.35471823,
1999900,110A Denton Avenue,E9362551,2750.0,
5880000,22 Leacroft Crescent,C9362441,3377.0681387800005,
6588000,62 Wimpole Drive,C11196555,4250.0,
3090000,286 Hollywood Avenue,C9362280,3250.0,
3180000,550 Deloraine Avenue,C9361988,2250.0,
1749000,94 Anglesey Boulevard,W9361569,1750.0,
1498000,111 Evans Avenue,W9361505,591.3040825999999,
2988000,17 Duncannon Drive,C9361194,2750.0,
1279000,60 Carrick Avenue,W9360384,883.9863638899999,
1749000,173 Betty Ann Drive,C9360239,1750.0,
1649900,169 Kennard Avenue,C9360052,1648.1522221500002,
1489000,24 Skelmore Crescent,C9360036,1259.31602216,
1620000,65 Clansman Boulevard,C9359961,1311.14312427,
3880000,69 Heathview Avenue,C9359937,4250.0,
1299000,130 Verobeach Boulevard,W9359455,1750.0,
2850000,171 Empress Avenue,C9359446,4250.0,
7580000,17 Blyth Hill Road,C9359429,3640.75570264,
1249900,168 Dunraven Drive,W9359305,1373.76103613,
1325000,30 Schubert Drive,E9358700,1560.3101870299995,
10500000,52 Rosedale Road,C9358683,4250.0,
1625000,164 Sweeney Drive,C9358278,1595.317619,
7360000,11 Dewbourne Avenue,C9358226,5000.0,
1398000,19 Eleanor Avenue,C9358144,1128.49696351,
1629000,86 Hill Crescent,E9357858,2333.86647165,
4348000,11 Hawarden Crescent,C9357723,2028.8013998,
1850000,54 Centre Avenue,C9357706,1433.2638753299998,
4899000,77 Risebrough Avenue,C9357680,45164.05856536,
3298000,391 Empress Avenue,C9357468,2341.5335976200004,
1289000,757 Sammon Avenue,E9357449,1023.03442409,
2499000,75 Holborne Avenue,E9357388,2183.5206220100004,
1099000,12 Kitson Drive,E9357316,1773.54519881,
1749000,624 Ossington Avenue,C9357142,1373.2938828700003,
1189000,26 Hopecrest Crescent,E9357126,1506.9869028199998,
999999,3 Copping Road,E9356908,826.46192951,
3199000,73 Colin Avenue,C9356745,4250.0,
1989900,1209 Royal York Road,W9356693,1750.0,
1279900,26 Jubilee Crescent,W9356666,1559.6137627,
3399000,140 Caribou Road,C9356563,4250.0,
2798800,406 The Kingsway,W9356480,2750.0,
13000000,32 Arjay Crescent,C9356474,5000.0,
1680000,66 Lawrence Avenue W,C9356311,970.32145301,
2278000,40 Salisbury Avenue,C9356218,2018.04072897,
1890000,3043 Weston Road,W9355862,3250.0,
1329000,25 Learmont Drive,W9355858,1750.0,
2799000,978 Carlaw Avenue,E9355572,2140.128111939999,
1488000,76 Burndale Avenue,C9355563,830.93110079,
1299000,25 Parkchester Road,W9355445,2250.0,
3799000,20 Owen Boulevard,C9355173,2705.37279264,
1080000,29 Andona Crescent,E9355135,1302.00672595,
1795000,611 Northcliffe Boulevard,C9355071,2455.137951,
1818800,21 Toynbee Trail,E9355032,2076.85790774,
4890000,16 Tadcaster Place,C9354973,5000.0,
1688000,90 Charlton Boulevard,C9354947,1823.5445907,
1299000,18 Atkinson Avenue,E9354927,1360.49560577,
10499000,91 Valecrest Drive,W9354428,2180.26238948,
2399000,140 Bathgate Drive,E9354437,4250.0,
1499000,23 Lesgay Crescent,C9354355,1412.20322859,
8980000,8 Vesta Drive,C9354198,3246.29859407,
1999800,22 Kestell Lane,C9353945,1851.23364706,
5395000,52 Berkindale Drive,C9353530,5000.0,
6850000,78 Arjay Crescent,C9353456,2197.665463,
3429000,91 Brucewood Crescent,C9353228,4250.0,
7595000,23 Lytton Boulevard,C9353221,4087.9559212100007,
1048800,12 Arlene Crescent,E9353082,1750.0,
855000,48 Tealham Drive S,W9353084,1300.0,
1988800,15 Scenic Hill Court,E9352960,3250.0,
3000000,26 Pleasant Avenue,C9352440,345.81719724999994,
1000000,6 Seminole Avenue,E9352112,1005.57214912,
4995000,697 Richmond Street W,C9352336,4250.0,
1499000,84A Aylesworth Avenue,E9352281,1811.02832778,
1800000,218 Montrose Avenue,C9351973,1548.3019801899998,
3595000,124 Roxborough Drive,C9351769,1763.08053523,
1550000,253 Harvie Avenue,W9351611,1186.72428056,
5450000,12 Madison Avenue,C9351411,4250.0,
1729000,397 Horsham Avenue,C9351412,2381.36110401,
2080000,9 Robinter Drive,C9351597,17814.93693126,
1019000,237 Lumsden Avenue,E9351165,777.0900729899998,
1388000,105 Regina Avenue,C9351106,900.0,
5100000,171 Old Forest Hill Road,C9350874,4250.0,
4588000,505 Soudan Avenue,C9350685,2985.71533897,
1649000,316 Jedburgh Road,C9350605,1106.744198,
4777000,161 Owen Boulevard,C9350215,2673.52025976,
1488800,49 Bowerbank Drive,C9350167,1379.716702,
999990,76 Renfield Street,W9350058,1181.3487889,
1129000,9 Thirteenth Street,W9349593,1083.93441751,
1178888,254 Confederation Drive,E9349262,1300.0,
1099000,24 Rintella Court,E9349199,2250.0,
1795000,46 Macdonell Avenue,W9348861,1329.25123324,
3395000,74 Macpherson Avenue,C9348750,1449.7369478899998,
1745000,19 Lambton Avenue,W9348436,2250.0,
9100000,39 Fifeshire Road,C9348449,5000.0,
4878000,2 Addison Crescent,C9348444,4250.0,
1359000,43 Torrens Avenue,E9348426,1308.12815588,
2920000,42B Otonabee Avenue,C9348249,3064.71698302,
1295000,38 Fenwood Heights,E9347974,1750.0,
1359000,32 Rothsay Avenue,W9347916,11155.10425799,
2298900,62 Ash Crescent,W9347911,2750.0,
1149000,1360 Woodbine Avenue,E9347872,985.09275298,
5980800,37 Rollscourt Drive,C9347571,5000.0,
999000,73 Treetops Court,E9347455,1140.4847189399998,
5980000,50 Leacroft Crescent,C9347382,4250.0,
2549000,29 Ash Crescent,W9347359,3250.0,
1699000,20 Cedar Avenue N,E9347352,2250.0,
3588000,1B Marowyne Drive,C9347123,4250.0,
8995000,80 Lynwood Avenue,C9346952,5000.0,
5288000,88 Beechwood Avenue,C9346738,3530.8541308600006,
2350000,9 Gilgorm Road,C9346437,1812.42763478,
1299000,102 Twenty Third Street,W9346447,1750.0,
6488800,361 Spring Garden Avenue,C9345991,4373.6201397,
4490000,8 Mead Court,C9345989,5000.0,
1898000,29 Totteridge Road,W9345820,1671.11377363,
2350000,34 Groveland Crescent,C9345563,2833.87438362,
2999000,128 Laurel Avenue,W9345465,3250.0,
2998900,450 O'connor Drive,E9345261,5000.0,
1190000,9 Cuffley Crescent S,W9345151,1300.0,
2149000,80 Princess Margaret Boulevard,W9345146,2355.43517447,
1460000,18 Cobalt Street,W9345119,2750.0,
5888000,10 Grangemill Crescent,C9345118,5000.0,
4275000,73 Wimbleton Road,W9345073,4250.0,
1525000,23 Carluke Crescent,C9344975,1510.99107362,
1688888,39 Lord Sydenham Court,E9344805,2097.73772096,
4498000,184 Poyntz Avenue,C9344772,18462.74287774,
2799900,48 Enfield Avenue W,W9344579,3250.0,
2368800,245 Mill Road,W9344446,1515.55281444,
1399999,9 Delrosa Court,W9344236,1435.7438778899998,
1350000,21 Benway Drive,W9343823,1256.07931743,
2398000,68 Harewood Avenue,E9343809,3250.0,
1080000,1 Datchet Road,W9343616,1300.0,
2799000,36 Burrows Avenue,W9343564,2634.98549776,
4995000,97 Strathallan Boulevard,C9343410,3250.0,
12800000,9 Campbell Crescent,C9343407,5000.0,
1589000,11 Jacinta Drive,W11240910,1640.2192278500002,
1100000,58 Storer Drive,W9343234,1334.1294327199998,
1698000,45 Yorkview Drive,C9343205,870.79951,
2100000,1384 Pape Avenue,E9335151,2538.58723853,
1288000,43 Donald Avenue,W9333064,1362.12741301,
5995000,242 Hillhurst Boulevard,C9313110,3038.2894557400004,
1799000,20 Bradenton Drive,C9311672,1747.1790257599998,
1485000,11 Kenton Drive,C9311574,1644.3019751199995,
2188000,611 Cummer Avenue,C9311572,1865.04803632,
1225000,8 Lansbury Drive,E9311489,872.4356228,
1158000,89 Alhart Drive,W9311416,1737.94790512,
2899000,36 Glenshaw Crescent,E9311242,4250.0,
2125000,245 Linsmore Crescent,E9311081,2052.43031308,
1788000,198 Yarmouth Road,W9310867,1460.35338246,
3088000,162 Cummer Avenue,C9310858,4250.0,
2698000,56 Tefley Road,C9310516,1750.0,
2198800,3022 Bayview Avenue,C9310474,2089.1545870999994,
1998888,42 Fairfield Avenue,W9310451,1697.9040443400002,
4888000,23 Ballyconnor Court,C9310318,2777.13140838,
4499990,53 Argyle Street,C9310315,5000.0,
2899999,98 Spruce Hill Road,E9310301,1474.8911058,
9595000,481 Russell Hill Road,C9310307,5000.0,
3350000,32 Lyme Regis Crescent,E9310065,3250.0,
1100000,Main - 27 Shudell Avenue,E9310017,989.42952829,
899000,3 Shoreview Drive,E9309899,1300.0,
1489000,12 Purdon Drive,C9309876,1549.81753731,
4388000,34 Poplar Plains Road,C9309708,3250.0,
28900000,85 The Bridle Path,C9309666,4056.58238188,
6899000,5 Pheasant Lane,W9309587,5000.0,
1849000,29 Woodbank Road,W9309583,2750.0,
1599000,7B Bracebridge Avenue,E11211142,1931.2686255099995,
2788800,119 Glen Long Avenue,W9309388,3250.0,
1998000,89 Norton Avenue,C9309282,1158.3463346,
2799999,254 Glengrove Avenue W,C9308660,3250.0,
999000,14 Shady Glen Road,W9308617,1062.5583885,
1300000,29 Seabrook Avenue,W9308474,1691.27563472,
6650000,22 Hillhurst Boulevard,C9308248,5000.0,
2275000,80 North Heights Road,W9308230,2750.0,
7488000,148 Munro Boulevard,C9308196,3823.035890799999,
1269900,112 Toynbee Trail,E9308174,1553.6408745899998,
2499000,20 Chatterton Boulevard,E9307981,4250.0,
3500000,29 Chaplin Crescent,C9307908,1673.8015194600002,
6295000,55 Valecrest Drive,W9307760,5000.0,
2390000,129 Airdrie Road,C9307676,674.75014096,
1195000,29 Cedarcrest Drive,W9307641,1124.4077579,
5500000,19 Vernham Avenue,C9307640,4865.59925866,
1800000,92 Fairglen Avenue,E9307636,1163.039395,
2699000,25 Poplar Plains Crescent,C9307596,2250.0,
5795000,254 Russell Hill Road,C9307386,4250.0,
6250000,32 Roxborough Street E,C9307328,4250.0,
2179000,21 Harold Street,W9306974,2750.0,
1599900,55 Ypres Road,W9306914,2750.0,
4166000,151 Brentcliffe Road,C9306828,3250.0,
999900,61 Cameron Avenue,W9306636,1184.1581668,
2998000,41 Transwell Avenue,C9306423,4250.0,
1099900,26 Boxdene Avenue,E9306259,1750.0,
2099000,60 Boem Avenue,E9306036,3250.0,
2299000,73 Elma Street,W9306020,2750.0,
16800000,50 Park Lane Circle,C9305820,5912.376693369999,
2299000,1084B Kipling Avenue,W9305634,1377.3734009699997,
1250000,60 Orpington Crescent,W9305530,1918.65225832,
1174900,50 Breadner Drive,W9305355,1361.00258546,
888000,757 Oxford Street,W9305229,794.8268274100001,
6880000,12 York Road,C9305094,3958.17773169,
5100000,7 Gerald Street,C9304436,3131.6286145899994,
5500000,2 Valleyanna Drive,C9304347,2961.9432658200003,
1590000,44 Parkview Hill Crescent,E9303836,1218.73719555,
1699000,96 Invergordon Avenue E,E9303701,2750.0,
7998000,40 Old Colony Road,C9303666,4465.35224828,
1598000,372 Glen Park Avenue,W9303545,1601.7113755999997,
11900000,157 Forest Hill Road,C9303495,3269.357020649999,
1139000,73 Buttonwood Avenue,W9303132,2750.0,
3990000,136 Kilbarry Road,C9302972,1948.696456,
1349000,64 Robinson Street,C9302898,1750.0,
2998888,1 Geranium Court,C9302575,4250.0,
4480000,72 Gordon Road,C9302119,3039.44226943,
20000000,11 Thornwood Road,C9301383,5000.0,
16950000,84 Old Forest Hill Road,C9301710,5000.0,
1999000,246 O'connor Drive,E9301672,2732.36327189,
1289000,92 Atlee Avenue,E9301380,1538.44762974,
1699000,56 Bickerton Crescent,C9301333,2250.0,
3998000,5 Hatton Court,W9301247,3681.35820983,
2885000,18 Highland Hill,W9301218,4250.0,
5999000,67 Montressor Drive,C9301486,5000.0,
1650000,110 Meadowbank Road,W9301457,1204.157493,
1350000,112 Arleta Avenue,W9301403,2769.31789337,
4288000,29 Alderdale Court,C9300854,5000.0,
4178900,69 Munro Boulevard,C9300648,3197.93639137,
3274900,34 Edgecroft Road,W9300526,3250.0,
1777000,7 Greening Crescent,W9300523,1326.52473737,
1149000,473 Vaughan Road E,C9300400,827.6395001699999,
1195000,27 Garthwood Drive,E9300395,1300.0,
2750000,38 Uno Drive,W9300206,3250.0,
12800000,4 Royal Oak Drive,C9300026,3839.90938044,
1258000,73 Ardgowan Crescent,E9300039,1524.23497618,
1299900,89 Euclid Avenue,E9299887,2090.69813036,
1349000,33 Warnica Avenue,W9299864,1300.0,
1498800,14 Axsmith Crescent,C9299824,1510.6304829699998,
2800000,18 Pleasant Avenue,C9299786,263.392633,
2399000,1 Le May Road,C9299689,1534.58554242,
1349000,4209 Bloor Street W,W9299533,1750.0,
8500000,80 North Drive,W9299468,5000.0,
1180000,21 Savoy Avenue,E9299064,1105.46437029,
1048000,34 Belleglade Court,W9299047,1300.0,
3980000,29 Walford Road,W9298801,4250.0,
1888000,298 Empress Avenue,C9298604,1486.9014654200002,
1175000,1263 Woodbine Avenue,E9298438,72.763964,
1699900,134 Upper Canada Drive,C9298427,900.0,
2998000,168 Haddington Avenue,C9298177,2231.464109,
1598000,225 Park Lawn Road,W9297996,1108.6601721999998,
1197000,5 Picton Crescent,W9297890,1335.6654412500002,
3495000,382 Bedford Park Avenue,C9297837,3250.0,
4270000,58 Summerhill Gardens,C9297737,2023.39038727,
2995000,220 Harlandale Avenue,C9297719,2017.27864485,
1225000,5 Westhampton Drive,W9297262,1080.28437902,
1499999,26 Edgecroft Road,W9296991,329.6121458,
7750000,15 Edenbrook Hill,W9296743,3732.17350534,
1195000,19 Royaleigh Avenue,W9296683,1484.7723659999997,
10495000,39 Burton Road,C9296368,3586.063250349999,
3598000,30 Hi Mount Drive,C9296313,2183.6971499700003,
3349900,4 Braywin Drive,W9296224,4250.0,
2779000,738 O'connor Drive,E9296056,1889.74688126,
1788000,185 Steeles Avenue E,C9295395,1554.56656999,
1497000,1 Hillavon Drive S,W9295196,1170.9831532,
3888888,242 Parkview Avenue,C9295151,4250.0,
2350000,189 #2 Hay Avenue,W9295120,2250.0,
2328888,16 Whittaker Crescent,C9294933,2231.11643503,
1599000,119 Preston Street,E9294710,2750.0,
2799999,28 D'arcy Street,C9294690,2250.0,
1900000,72 Sir Raymond Drive,E9294657,2250.0,
3595000,317 Keewatin Avenue,C9293464,3250.0,
490000,D78 - 7 Brimley Road S,E9293455,700.0,
1200000,3027 Weston Road,W9285151,1766.84790023,
11900000,11 Doon Road,C9283442,5000.0,
3999900,57 Edenvale Crescent,W9283271,2617.73957718,
1824900,56 Joanith Drive,E9282916,3648.26137011,
1200000,134 Locksley Avenue,W9282799,1076.85607687,
1349900,86 North Park Drive,W9282731,1241.67399006,
3299000,12 Wychwood Park,C9282650,2102.50935783,
1499000,63 Bowerbank Drive,C9282612,1264.15977716,
999880,149 Avondale Avenue,C9282340,617.71008208,
1399000,64 Shilton Road,E9282305,1114.47806015,
1399000,31 Chartwell Road,W9272259,900.0,
2290000,2 Fleming Drive,C9272033,2220.09420143,
6180000,231 Old Yonge Street,C9271916,5000.0,
1839000,12 Craigmore Crescent,C9271867,1300.0,
1049000,136 Lambton Avenue,W9271353,1485.9025755,
925500,32 St Dunstan Drive,E9270540,1300.0,
1599000,22 Sedgewick Crescent,E9270396,2750.0,
2890000,189 Banbury Road,C9270113,2596.87052786,
