,price,address,mls,sqft,Community,beds,baths,Building Type,Air Conditioning,Heating Type,No amenity,Party/Meeting Room,Gym,Rooftop Deck/Garden,Balcony,Pool,Exercise Room,Sauna,Guest Suites,Party Room,Storage - Locker,Exercise Centre,Bbqs Allowed,Security/Concierge,Concierge,Visitor Parking,Recreation Room,geometry,ROUTE_NAME,RID,distance_to_subway,School Name,EQAO % at Levels 3/4,OSSLT % Successful,Fraiser Score,distance_to_school,total_area_within_800m,Neighbourhood,CRIME_PCA1,CRIME_PCA2
1250,1099990.0,130 Morningview Trail,E10407464,1658.52862175,Rouge E11,6.0,4.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5287089.666781531 10483511.44993852),LINE 3 (SCARBOROUGH),3.0,8794.833669410818,Lester B Pearson Collegiate Institute,38.0,80.0,6.1,3644.079463059593,0.5678461175583889,Morningside Heights,-1.7610062428179607,-0.07346550345647593
1251,4395000.0,278 Dawlish Avenue,C10407456,2267.26268762,Bridle Path-Sunnybrook-York Mills,5.0,5.0,Detached,Central Air,Forced Air,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-5299301.175445329 10506210.680137819),LINE 1 (YONGE-UNIVERSITY),1.0,2184.8444053924327,Northern Secondary School,67.0,91.0,7.7,2260.313673239767,0.1482317974870284,Bridle Path-Sunnybrook-York Mills,0.788585456087969,0.16905838822397098
1252,3980000.0,4 Burleigh Heights Drive,C10407097,4250.0,Bayview Village,5.0,6.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5290383.100440563 10506073.705819137),LINE 4 (SHEPPARD),4.0,2074.519070036547,Earl Haig Secondary School,68.0,92.0,7.9,2427.2042225485925,0.1116840254441898,Bayview Village,-1.8635296424857095,0.6359338581748231
1254,1529000.0,926 Willowdale Avenue,C10406913,1750.0,Newtonbrook East,6.0,2.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5289158.90743494 10508157.900867406),LINE 1 (YONGE-UNIVERSITY),1.0,1109.5238578753642,Newtonbrook Secondary School,43.0,62.0,3.4,2261.8466494048653,1.0676738728032475,Newtonbrook East,-0.6971067393282777,0.2374708075867136
1255,2799900.0,36 Craiglee Drive,E10406886,3250.0,Birchcliffe-Cliffside,7.0,7.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5303781.172115401 10492049.918861961),LINE 2 (BLOOR - DANFORTH),2.0,2592.7883760445993,Birchmount Park Collegiate Institute,32.0,79.0,5.2,1303.7509907206795,0.0,Birchcliffe-Cliffside,-1.1805563775904777,0.8058219904439934
1258,1290000.0,362 Northcliffe Boulevard,C10406675,1376.56395569,Oakwood Village,7.0,4.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5304744.016940297 10513891.91456114),LINE 1 (YONGE-UNIVERSITY),1.0,1956.005352789716,Forest Hill Collegiate Institute,65.0,91.0,6.9,3904.003806524228,4.280085955598083,Oakwood Village,-1.1876528031623421,-0.3751593125629995
1259,1399000.0,564 Horner Avenue,W10406575,1156.80386773,Alderwood,4.0,2.0,Detached,,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5316725.280650373 10527686.794699),LINE 2 (BLOOR - DANFORTH),2.0,6149.171476730698,Lakeshore Collegiate Institute,51.0,74.0,4.9,3541.0353469161532,5.403541060279518,Alderwood,-0.2061676988033773,-0.10993856579125487
1260,1300000.0,55 Maryhill Drive,W10405539,1612.6474979999998,Mount Olive-Silverstone-Jamestown,4.0,2.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5291840.443739715 10529344.57540409),LINE 1 (YONGE-UNIVERSITY),1.0,8872.248528244156,North Albion Collegiate Institute,15.0,75.0,4.6,1100.2028019296113,0.0161759633925914,Mount Olive-Silverstone-Jamestown,-1.2829620054018278,-0.6818398806525926
1262,1549900.0,114 Saskatoon Drive,W10406494,1623.7483080699997,Kingsview Village-The Westway,6.0,4.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5302141.1958786 10525348.414528856),LINE 2 (BLOOR - DANFORTH),2.0,7982.021346183166,Richview Collegiate Institute,53.0,92.0,7.5,2428.8746036254724,0.0,Kingsview Village-The Westway,-1.0259023210934974,-0.9435607772151164
1263,1325000.0,11 Carisbrooke Square,E10406394,2750.0,Malvern,6.0,5.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5286773.555097599 10485206.00439906),LINE 3 (SCARBOROUGH),3.0,7848.896199807943,Lester B Pearson Collegiate Institute,38.0,80.0,6.1,2466.779461132608,0.01256310278492,Malvern East,-1.7990940348047364,-0.1290587220565154
1264,1248000.0,17 Edilou Drive,W10406363,1300.0,Alderwood,4.0,2.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5316164.918690116 10525447.65171239),LINE 2 (BLOOR - DANFORTH),2.0,5115.296077765133,Lakeshore Collegiate Institute,51.0,74.0,4.9,1571.0890772354032,0.9418034744676389,Alderwood,-0.2061676988033773,-0.10993856579125487
1266,1106600.0,41 Dearham Wood,E10406277,1521.20278555,Guildwood,4.0,2.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5297159.421793336 10483398.808530398),LINE 3 (SCARBOROUGH),3.0,7956.516883008103,Sir Wilfrid Laurier Collegiate Institute,51.0,81.0,6.1,1295.061253284059,0.0255404166552905,Guildwood,-0.03430821655440264,0.09356058457209658
1267,1199000.0,60 Manorglen Crescent,E10406244,1669.62404987,Agincourt South-Malvern West,4.0,3.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5291812.545650854 10492324.326465653),LINE 3 (SCARBOROUGH),3.0,1417.1214357528602,Agincourt Collegiate Institute,73.0,94.0,8.3,1665.737921735821,5.7133855012029295,Agincourt South-Malvern West,-1.3879013840982766,0.3714541274513074
1268,1050000.0,139 Pandora Circle,E10406116,1327.58821069,Woburn,4.0,2.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5294211.814625839 10487778.131652245),LINE 3 (SCARBOROUGH),3.0,2683.3101557239547,Woburn Collegiate Institute,59.0,82.0,6.9,1705.7641232573317,0.0330602295966885,Woburn North,-1.582332607156266,0.2886106654385193
1269,1049000.0,349 Kipling Avenue,W10406080,1101.23523398,New Toronto,5.0,3.0,Detached,Wall Unit,Heat Pump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5317215.514785538 10523946.337355826),LINE 2 (BLOOR - DANFORTH),2.0,6314.652409405935,Lakeshore Collegiate Institute,51.0,74.0,4.9,261.33999962776585,0.0028058801654174,New Toronto,1.2781181242986746,-0.27546070243326753
1270,1899900.0,23 Quincy Crescent,C10406081,1659.2013654999998,Henry Farm,4.0,3.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5292426.217825179 10502192.182559052),LINE 4 (SHEPPARD),4.0,558.5964963152753,George S Henry Academy,34.0,74.0,5.5,1884.7340992761408,0.0818109514357596,Henry Farm,-1.562492312855768,0.37740312628034695
1271,9995000.0,112 Hazelton Avenue,C10406002,4250.0,Annex,4.0,5.0,Detached,Central Air,Forced Air,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-5307079.192360917 10508421.931117048),LINE 2 (BLOOR - DANFORTH),2.0,780.7849932768949,Central Technical School,29.0,62.0,2.7,2451.1384034958746,0.0052058318880504,Annex,-0.6119309625124569,1.3510695724640143
1274,1599000.0,14 Kecala Road,E10405869,2222.86160012,Dorset Park,5.0,5.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5295797.254666809 10493933.436712533),LINE 3 (SCARBOROUGH),3.0,1057.638978010614,Winston Churchill Collegiate Institute,20.0,70.0,3.4,1172.0541862838481,0.0367550437624,Dorset Park,-0.7706567483712906,-0.36879503585602535
1275,1196000.0,165 Ellesmere Road,E10405755,1300.0,Wexford-Maryvale,3.0,3.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5294633.443036373 10496754.966169693),LINE 3 (SCARBOROUGH),3.0,3644.7627852705073,Victoria Park Collegiate Institute,67.0,82.0,6.1,1738.2858138568495,2.0920871563327297,Wexford/Maryvale,-0.8883648282825323,-0.02210166818967535
1276,5749000.0,32 Brookfield Road,C10405677,4250.0,Bridle Path-Sunnybrook-York Mills,4.0,5.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5296284.596612795 10507911.25606811),LINE 1 (YONGE-UNIVERSITY),1.0,595.3446642410642,Lawrence Park Collegiate Institute,74.0,97.0,8.7,3370.622076538577,1.178765595679146,Bridle Path-Sunnybrook-York Mills,0.788585456087969,0.16905838822397098
1277,9488000.0,5 Whitehall Road,C10405674,5000.0,Rosedale-Moore Park,5.0,8.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5305690.106932245 10506802.323539892),LINE 1 (YONGE-UNIVERSITY),1.0,1059.110120218133,Rosedale Heights School of the Arts,59.0,98.0,8.3,2463.0550448470563,0.635247708339825,Rosedale-Moore Park,-0.7429396165087153,0.8435647946061656
1279,1180000.0,99 Mercury Road,W10405632,1508.2968694499998,West Humber-Clairville,4.0,3.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5296692.202231646 10530317.209908582),LINE 1 (YONGE-UNIVERSITY),1.0,12310.41119330243,West Humber Collegiate Institute,40.0,83.0,5.7,1399.7140872539599,0.0890036485101588,West Humber-Clairville,0.9896723434600155,-1.9313499523975906
1280,4180000.0,5 Charlemagne Drive,C10405606,4250.0,Willowdale East,6.0,7.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5290755.362590673 10508038.643399848),LINE 1 (YONGE-UNIVERSITY),1.0,890.2443062142154,Earl Haig Secondary School,68.0,92.0,7.9,991.8480924994384,0.145356335422635,East Willowdale,-0.9619144460431005,0.6363429416621533
1281,3880000.0,7 Merredin Place,C10405342,4250.0,Banbury-Don Mills,6.0,6.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5295755.799159615 10502798.021882258),LINE 4 (SHEPPARD),4.0,3745.8275175222093,York Mills Collegiate Institute,71.0,92.0,8.3,1972.00384077469,0.0323062207131105,Banbury-Don Mills,-2.115748400186179,0.741219880520184
1283,1549000.0,2C Bexley Crescent,W10405113,1437.08721261,Rockcliffe-Smythe,4.0,4.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5304719.557989089 10520221.513950096),LINE 2 (BLOOR - DANFORTH),2.0,4806.221648853976,Runnymede Collegiate Institute,30.0,78.0,5.2,2925.1808511410522,0.2328786496613888,Rockcliffe-Smythe,-1.005098170563946,-0.3986758160002272
1284,2750000.0,186 Phyllis Avenue,E10405024,4250.0,Cliffcrest,6.0,7.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5300145.524781613 10488498.060620941),LINE 3 (SCARBOROUGH),3.0,3792.4905678651826,R H King Academy,63.0,88.0,7.4,1419.5590295392817,0.0407144347390368,Cliffcrest,-0.2786066382753724,0.18791798384999034
1285,929990.0,29 Scotia Avenue,E10405019,1010.20493168,Oakridge,3.0,3.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5305148.77641008 10493974.491375512),LINE 2 (BLOOR - DANFORTH),2.0,1101.9779424477463,Birchmount Park Collegiate Institute,32.0,79.0,5.2,1566.473200288231,0.5086770136894746,Oakridge,1.2458355849595393,-0.3805361588586679
1287,4498000.0,15 York Valley Crescent,C10404674,2160.63441783,Bridle Path-Sunnybrook-York Mills,3.0,3.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5296423.458852651 10506952.593057605),LINE 1 (YONGE-UNIVERSITY),1.0,1550.8907023960846,York Mills Collegiate Institute,71.0,92.0,8.3,2724.052243494662,0.0053556939523922,Bridle Path-Sunnybrook-York Mills,0.788585456087969,0.16905838822397098
1288,2735000.0,313 Sheppard Avenue E,C10404658,1052.4295586,Willowdale East,5.0,3.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5292619.461714222 10506478.037977368),LINE 4 (SHEPPARD),4.0,33.6696205354179,Earl Haig Secondary School,68.0,92.0,7.9,1826.2135724405261,0.0461222731105864,Avondale,-0.7863316055992333,-0.5598940082019277
1289,1899000.0,6 Gatehead Road,C10404567,1647.4977770299995,Bayview Village,5.0,3.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5290104.978717303 10503681.007131139),LINE 4 (SHEPPARD),4.0,1937.2890241839657,Georges Vanier Secondary School,37.0,81.0,5.6,2159.6399211378475,0.7234105534119485,Bayview Village,-1.8635296424857095,0.6359338581748231
1290,1468000.0,45 Pegasus Trail,E10402972,2250.0,Woburn,7.0,4.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5292410.672942039 10486632.612303179),LINE 3 (SCARBOROUGH),3.0,3517.9439112118516,Woburn Collegiate Institute,59.0,82.0,6.9,843.5491022775789,6.165726473223107,Woburn North,-1.582332607156266,0.2886106654385193
1292,3220000.0,309 Ranee Avenue,W10402921,4250.0,Yorkdale-Glen Park,6.0,7.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5298702.573440884 10514165.880334776),LINE 1 (YONGE-UNIVERSITY),1.0,573.9395138777724,John Polanyi Collegiate Institute,33.0,79.0,5.5,1598.770880997148,0.658209255966748,Yorkdale-Glen Park,3.948689729690243,-2.7694061794293043
1293,2199000.0,73 William Durie Way,C10402926,3250.0,Newtonbrook West,4.0,5.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5289029.501785824 10512012.619941724),LINE 1 (YONGE-UNIVERSITY),1.0,3140.961718768353,Newtonbrook Secondary School,43.0,62.0,3.4,2528.9638142101862,0.0483363249699024,Newtonbrook West,-1.3414875677018117,0.39133717596062645
1295,1998000.0,32 Cedarcrest Drive,W10402720,1750.0,Kingsway South,4.0,2.0,Detached,Central Air,Forced Air,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-5308226.269947501 10523073.87006315),LINE 2 (BLOOR - DANFORTH),2.0,1614.684384051143,Etobicoke Collegiate Institute,63.0,92.0,7.3,1214.6624048207211,0.175927748253416,Kingsway South,0.5957896694843805,0.0013020489199569217
1296,1555000.0,40 Minglehaze Drive,W10402658,2750.0,Mount Olive-Silverstone-Jamestown,7.0,4.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5291161.695120961 10530637.885051927),LINE 1 (YONGE-UNIVERSITY),1.0,9859.16532514303,North Albion Collegiate Institute,15.0,75.0,4.6,2303.94777294214,0.3077303319112132,Mount Olive-Silverstone-Jamestown,-1.2829620054018278,-0.6818398806525926
1297,1129000.0,56 Blaisdale Road,E10402667,686.27504869,Dorset Park,4.0,2.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5296133.903895309 10493841.461868843),LINE 3 (SCARBOROUGH),3.0,1021.81202156261,Winston Churchill Collegiate Institute,20.0,70.0,3.4,823.7880002634205,0.0320196221533136,Dorset Park,-0.7706567483712906,-0.36879503585602535
1299,1598000.0,19 Dyson Boulevard,E10396191,2442.6862714800004,Wexford-Maryvale,8.0,3.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5299211.486095945 10496738.291693512),LINE 2 (BLOOR - DANFORTH),2.0,3412.549155913933,Wexford Collegiate School for the Arts,42.0,86.0,6.6,2422.1290553783615,0.0841305840226445,Wexford/Maryvale,-0.8883648282825323,-0.02210166818967535
1300,1848000.0,120 Neilson Drive,W10377729,2043.70724852,Markland Wood,4.0,5.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5311222.973156234 10529085.05321068),LINE 2 (BLOOR - DANFORTH),2.0,3772.4621205649473,Silverthorn Collegiate Institute,51.0,84.0,6.0,1593.1733627049914,0.0062320796769124,Markland Wood,-0.33823382959489495,0.43747840628178103
1301,940000.0,22 Davis Downs Place,E10359225,1300.0,West Hill,3.0,2.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5294473.443710476 10480589.25225374),LINE 3 (SCARBOROUGH),3.0,9657.263259578123,West Hill Collegiate Institute,27.0,77.0,4.7,2760.718863072823,0.0062336711695797,West Hill,-0.6177058667382056,0.1675159001069404
1302,2178000.0,247 Johnston Avenue,C10333151,2030.8476171899997,Lansing-Westgate,5.0,4.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5293578.9793411 10509676.100632515),LINE 1 (YONGE-UNIVERSITY),1.0,939.5248465335766,Earl Haig Secondary School,68.0,92.0,7.9,2429.0148878208843,0.6448134010836598,Lansing-Westgate,-0.7721541354458838,0.06917475263777939
1303,1249999.0,50 Faversham Crescent,W10329703,1152.383134,Eringate-Centennial-West Deane,5.0,2.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5307049.211938021 10529755.706823448),LINE 2 (BLOOR - DANFORTH),2.0,5976.897858569566,Martingrove Collegiate Institute,50.0,90.0,7.0,3028.906792581522,0.22312176870541922,Eringate-Centennial-West Deane,-1.5406275130238967,-0.22907397833792872
1305,1598000.0,13 Snowy Owl Way,E10316690,1801.80043631,Rouge E11,5.0,5.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5284068.267399931 10487187.48570619),LINE 3 (SCARBOROUGH),3.0,9301.41216956706,Lester B Pearson Collegiate Institute,38.0,80.0,6.1,4601.648283261425,2.485720700925314,Morningside Heights,-1.7610062428179607,-0.07346550345647593
1306,4680000.0,190 Hounslow Avenue,C10317850,3632.785034689999,Willowdale West,5.0,7.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5290881.865019659 10509939.021293756),LINE 1 (YONGE-UNIVERSITY),1.0,1014.2962742736499,Earl Haig Secondary School,68.0,92.0,7.9,2048.3758897222915,0.0337713885253332,Willowdale West,-1.2337541934184397,0.78939882154391
1307,4800000.0,98 Burbank Drive,C10281049,3600.88944621,Bayview Village,7.0,6.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5291044.366072689 10504833.74424059),LINE 4 (SHEPPARD),4.0,1195.9189710403846,Earl Haig Secondary School,68.0,92.0,7.9,3323.1911194295317,0.0154959948941888,Bayview Village,-1.8635296424857095,0.6359338581748231
1310,4588000.0,17 Waring Court,C10265813,4250.0,Willowdale East,6.0,6.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5290754.037710538 10507267.468624158),LINE 1 (YONGE-UNIVERSITY),1.0,1659.451016250905,Earl Haig Secondary School,68.0,92.0,7.9,1283.7124612987593,0.995087933188641,East Willowdale,-0.9619144460431005,0.6363429416621533
1311,3998000.0,62 Craigmore Crescent,C10260261,2935.52434966,Willowdale East,6.0,7.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5292974.008862872 10507129.72860276),LINE 4 (SHEPPARD),4.0,260.8079240561286,Earl Haig Secondary School,68.0,92.0,7.9,1553.741076564806,2.3101144540211815,Avondale,-0.7863316055992333,-0.5598940082019277
1313,3688000.0,12 Waring Court,C10250835,4250.0,Willowdale East,5.0,7.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5290684.905724584 10507338.499234421),LINE 1 (YONGE-UNIVERSITY),1.0,1593.6725648269303,Earl Haig Secondary School,68.0,92.0,7.9,1295.848399704708,0.1673123430393906,East Willowdale,-0.9619144460431005,0.6363429416621533
1314,1878000.0,21 Disan Court,W10249055,2750.0,Thistletown-Beaumonde Heights,4.0,4.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5294301.410126439 10526800.127366856),LINE 1 (YONGE-UNIVERSITY),1.0,8105.136090195852,Thistletown Collegiate Institute,6.0,77.0,3.9,2088.012726323406,0.0757030787230353,Thistletown-Beaumond Heights,1.6883177313664492,-1.9820118612477535
1315,2148000.0,118 Helendale Avenue,C10235269,1249.9578875,Yonge-Eglinton,3.0,4.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5301540.419273708 10508698.23561873),LINE 1 (YONGE-UNIVERSITY),1.0,393.4633968630218,North Toronto Collegiate Institute,61.0,97.0,9.1,677.4240020297327,0.0133506985030181,Yonge-Eglinton,-0.04187059275182269,0.6159346818763867
1316,975000.0,56 Carslake Crescent,E10231741,1341.9526352399998,Bendale,4.0,2.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5297430.689150558 10489751.411585804),LINE 3 (SCARBOROUGH),3.0,2807.096390301292,Cedarbrae Collegiate Institute,52.0,76.0,5.4,2500.806211398364,0.1793401638954609,Bendale South,0.26502063297114564,-0.2895612766472872
1317,2888000.0,463 Spadina Road,C10118308,1750.0,Forest Hill South,3.0,4.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5304331.61608798 10510248.040517945),LINE 1 (YONGE-UNIVERSITY),1.0,646.8057542400138,Forest Hill Collegiate Institute,65.0,91.0,6.9,2276.9364052132505,0.170304769937608,Forest Hill South,-0.14196954222676267,0.21426005331152534
1318,5299000.0,88 Willingdon Boulevard,W10220185,4250.0,Kingsway South,6.0,6.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5309012.3356776945 10522417.339109538),LINE 2 (BLOOR - DANFORTH),2.0,716.7661146776409,Etobicoke Collegiate Institute,63.0,92.0,7.3,1230.3275604576577,0.1835063146375992,Kingsway South,0.5957896694843805,0.0013020489199569217
1319,1888000.0,254 Hastings Avenue,E10219377,2788.0438502,South Riverdale,3.0,4.0,Detached,Central Air,Forced Air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5308432.956676214 10501265.600913567),LINE 2 (BLOOR - DANFORTH),2.0,1779.2273100220702,Riverdale Collegiate Institute,62.0,94.0,8.2,240.68462028871363,0.1509864189805722,South Riverdale,-0.16535388995039108,0.5011811125504051
