,price,address,mls,sqft,Community,beds,baths,Building Type,Air Conditioning,Heating Type,No amenity,Party/Meeting Room,Gym,Rooftop Deck/Garden,Balcony,Pool,Exercise Room,Sauna,Guest Suites,Party Room,Storage - Locker,Exercise Centre,Bbqs Allowed,Security/Concierge,Concierge,Visitor Parking,Recreation Room,geometry,ROUTE_NAME,RID,distance_to_subway,School Name,EQAO % at Levels 3/4,OSSLT % Successful,Fraiser Score,distance_to_school,total_area_within_800m,Neighbourhood,CRIME_PCA1,CRIME_PCA2
16,980000.0,"741 - 15 MERCHANT'S WHARFToronto (Waterfront Communities), Ontario M5A0N8",C10463657,749.5,Waterfront Communities C8,2.0,2.0,Apartment,Central air conditioning,Forced air (Natural gas),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,POINT (-5312172.187198477 10505377.08692578),LINE 1 (YONGE-UNIVERSITY),1.0,1653.9518122976135,Jarvis Collegiate Institute,36.0,81.0,5.1,3716.238376040425,0.04324671497414451,St Lawrence-East Bayfront-The Islands,-0.7063018600384695,1.2483117314201975
17,655000.0,"512 - 24 WELLESLEY STREET WToronto (Bay Street Corridor), Ontario M4Y2X6",C10463639,749.5,Bay Street Corridor,2.0,2.5,Apartment,Central air conditioning,Forced air (Natural gas),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5308693.133729797 10507585.782374892),LINE 1 (YONGE-UNIVERSITY),1.0,277.71684932256557,Jarvis Collegiate Institute,36.0,81.0,5.1,1084.3759724131967,0.1245436951790132,Bay-Cloverhill,-0.19140834298063947,1.7390746457330735
18,751176.0,"1902 - 14 YORK STREETToronto (Waterfront Communities), Ontario M5J0B1",C10463650,749.5,Waterfront Communities C1,2.0,2.0,Apartment,Central air conditioning,Forced air,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5312386.272821305 10507519.732972488),LINE 1 (YONGE-UNIVERSITY),1.0,548.9469873313775,Jarvis Collegiate Institute,36.0,81.0,5.1,3890.7342992114345,3.599498740247124,Harbourfront-CityPlace,-1.5283348790019484,1.056112455472086
19,529000.0,"911 - 81 NAVY WHARF COURTToronto (Waterfront Communities), Ontario M5V3S2",C10461325,649.5,Waterfront Communities C1,2.0,1.0,Apartment,Central air conditioning,Forced air (Natural gas),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5312363.085346137 10508617.256112428),LINE 1 (YONGE-UNIVERSITY),1.0,1160.3173270364891,Central Technical School,29.0,62.0,2.7,4006.9963370835126,0.026074056687493498,Harbourfront-CityPlace,-1.5283348790019484,1.056112455472086
20,599000.0,"1150 - 313 RICHMOND STREET EToronto (Moss Park), Ontario M5A4S7",C10461890,749.5,Moss Park,2.0,1.0,Apartment,Central air conditioning,Forced air (Natural gas),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5310742.187092669 10505755.140460374),LINE 1 (YONGE-UNIVERSITY),1.0,1272.6817961605989,Jarvis Collegiate Institute,36.0,81.0,5.1,2240.1050069160356,0.5289688362931673,Moss Park,5.1538833403475754,-0.2117552081450849
21,640000.0,"2011 - 8 YORK STREETToronto (Waterfront Communities), Ontario M5J2Y2",C10456114,649.5,Waterfront Communities C1,2.0,1.0,Apartment,Central air conditioning,Forced air (Natural gas),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,POINT (-5312623.864105928 10507426.519413132),LINE 1 (YONGE-UNIVERSITY),1.0,784.9382786385361,Jarvis Collegiate Institute,36.0,81.0,5.1,4098.540780458274,0.0650857140076822,Harbourfront-CityPlace,-1.5283348790019484,1.056112455472086
22,619999.0,"105 - 2772 KEELE STREETToronto (Downsview-Roding-CFB), Ontario M3M0A3",W10454154,949.5,Downsview-Roding-CFB,2.0,2.0,Apartment,Central air conditioning,Forced air (Natural gas),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5297468.977240192 10517601.026567759),LINE 1 (YONGE-UNIVERSITY),1.0,3656.588699257506,Downsview Secondary School,0.0,59.0,1.3,680.3471668283171,0.1932747431576838,Downsview,0.6160341767060316,-1.1161074094912318
23,679888.0,"913 - 103 THE QUEENSWAY AVENUEToronto (High Park-Swansea), Ontario M6S5B3",W10454136,849.5,High Park-Swansea,2.0,2.0,Apartment,Central air conditioning,Forced air (Natural gas),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5312144.838601794 10517841.336327937),LINE 2 (BLOOR - DANFORTH),2.0,2577.1309642712404,Western Technical-Commercial School,55.0,89.0,6.8,3357.822164982365,0.0061357950150424,High Park-Swansea,-1.7782326923788774,0.599255219601938
24,399800.0,"502 - 60 PAVANE LINKWAY WAYToronto (Flemingdon Park), Ontario M3C1A2",C10454155,849.5,Flemingdon Park,3.0,1.0,Apartment,Window air conditioner,Baseboard heaters,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5302097.34268008 10499447.169386486),LINE 2 (BLOOR - DANFORTH),2.0,4125.798483334922,Marc Garneau Collegiate Institute,37.0,77.0,4.8,1475.9028199159054,0.0321539535893408,Flemingdon Park,-1.8049420703418735,-0.05880648125099973
25,599000.0,"1510 - 30 ORDNANCE STREETToronto (Niagara), Ontario M6K0C8",C10454129,649.5,Niagara,1.0,1.5,Apartment,Central air conditioning,Forced air (Natural gas),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5312366.800157187 10510774.567932928),LINE 1 (YONGE-UNIVERSITY),1.0,3145.1010037756964,Parkdale Collegiate Institute,59.0,88.0,7.0,2890.7306939697073,0.099123220872056,Fort York-Liberty Village,-0.9647698275524497,0.8828481984711947
26,650000.0,"2301 - 135 ANTIBES DRIVEToronto (Westminster-Branson), Ontario M2R2Z1",C10454134,1299.5,Westminster-Branson,2.0,2.0,Apartment,Central air conditioning,Forced air (Natural gas),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5289582.244238307 10512393.965161683),LINE 1 (YONGE-UNIVERSITY),1.0,3415.9173068283862,Newtonbrook Secondary School,43.0,62.0,3.4,3157.1834680221327,0.07020427097602801,Westminster-Branson,-2.185074148568333,0.7223198209838979
27,799900.0,"31 - 184 WOODY VINE WAYToronto (Bayview Village), Ontario M2J4H5",C10453964,1299.5,Bayview Village,3.0,3.5,Row / Townhouse,Central air conditioning,Forced air (Natural gas),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5289205.054611238 10503395.544404695),LINE 4 (SHEPPARD),4.0,2818.2415307524325,Georges Vanier Secondary School,37.0,81.0,5.6,2111.24368188735,0.027961148658335103,Bayview Village,-1.8635296424857095,0.6359338581748231
28,626000.0,"1116 - 509 BEECROFT ROADToronto (Willowdale West), Ontario M2N0A3",C10454126,749.5,Willowdale West,2.0,1.0,Apartment,Central air conditioning,Forced air (Natural gas),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5290168.2497067265 10509225.00263023),LINE 1 (YONGE-UNIVERSITY),1.0,249.73711099888115,Earl Haig Secondary School,68.0,92.0,7.9,1948.503140468282,1.0255420722309343,Willowdale West,-1.2337541934184397,0.78939882154391
29,528900.0,"3001 - 70 ANNIE CRAIG DRIVEToronto (Mimico), Ontario M8V0G2",W10446387,549.5,Mimico,1.0,1.0,Apartment,Central air conditioning,Forced air (Natural gas),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5313883.411323315 10519050.288514255),LINE 2 (BLOOR - DANFORTH),2.0,3929.8349508571678,Etobicoke School of the Arts,72.0,97.0,7.3,2938.6840549622484,0.0266534099519254,Humber Bay Shores,-1.4656827467331266,0.566010028838856
30,585000.0,"1103 - 75 QUEENS WHARF ROAD EToronto (Waterfront Communities), Ontario M5V0J8",C10447613,649.5,Waterfront Communities C1,2.0,1.0,Apartment,Central air conditioning,Forced air (Natural gas),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5312708.7401994625 10509431.680246364),LINE 1 (YONGE-UNIVERSITY),1.0,2034.712291001631,Central Technical School,29.0,62.0,2.7,4086.418588865341,0.3663432674305344,Harbourfront-CityPlace,-1.5283348790019484,1.056112455472086
31,999900.0,"S305 - 8 OLYMPIC GDN DRIVEToronto (Newtonbrook East), Ontario M2M0B9",C10447471,1099.5,Newtonbrook East,3.0,3.5,Row / Townhouse,Central air conditioning,Forced air (Natural gas),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,POINT (-5289212.6968516465 10508914.60091459),LINE 1 (YONGE-UNIVERSITY),1.0,682.2804307123039,Newtonbrook Secondary School,43.0,62.0,3.4,1804.5089138000922,0.6056034383990465,Newtonbrook East,-0.6971067393282777,0.2374708075867136
32,629000.0,"2712 - 251 JARVIS STREETToronto (Moss Park), Ontario M5B0C3",C10445471,549.5,Moss Park,2.0,1.0,Apartment,Central air conditioning,Forced air (Natural gas),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-5310028.613655117 10506374.311416948),LINE 1 (YONGE-UNIVERSITY),1.0,791.9940492124318,Jarvis Collegiate Institute,36.0,81.0,5.1,1403.864694242027,0.3249047336994184,Moss Park,5.1538833403475754,-0.2117552081450849
